year,x,sex,dx,ex,lx,mx,qx
1996,25,female,38.4,53.61,98853.2,3.88e-4,3.88e-4
1996,25,male,121.7,48.29,97918.1,0.001244,0.001243
1996,26,female,41.3,52.63,98814.8,4.18e-4,4.18e-4
1996,26,male,125.4,47.35,97796.4,0.001283,0.001282
1996,27,female,42.5,51.65,98773.5,4.3e-4,4.3e-4
1996,27,male,136.4,46.41,97671,0.001398,0.001397
1996,28,female,63.1,50.68,98731,6.39e-4,6.39e-4
1996,28,male,134.3,45.48,97534.6,0.001378,0.001377
1996,29,female,43.3,49.71,98667.9,4.38e-4,4.38e-4
1996,29,male,125.8,44.54,97400.3,0.001292,0.001291
1996,30,female,53.1,48.73,98624.7,5.38e-4,5.38e-4
1996,30,male,187.7,43.59,97274.5,0.001931,0.001929
1996,31,female,65.4,47.76,98571.6,6.63e-4,6.63e-4
1996,31,male,115,42.68,97086.8,0.001185,0.001184
1996,32,female,74.4,46.79,98506.2,7.55e-4,7.55e-4
1996,32,male,145.5,41.73,96971.9,0.001501,0.0015
1996,33,female,44.7,45.82,98431.9,4.54e-4,4.54e-4
1996,33,male,148.9,40.79,96826.4,0.001539,0.001538
1996,34,female,60.3,44.84,98387.2,6.13e-4,6.12e-4
1996,34,male,139.2,39.85,96677.5,0.00144,0.001439
1996,35,female,108.5,43.87,98326.9,0.001104,0.001103
1996,35,male,178,38.91,96538.3,0.001845,0.001844
1996,36,female,64.5,42.92,98218.4,6.57e-4,6.57e-4
1996,36,male,162.9,37.98,96360.3,0.001692,0.00169
1996,37,female,95.4,41.95,98154,9.72e-4,9.71e-4
1996,37,male,163.6,37.04,96197.5,0.001702,0.001701
1996,38,female,92,40.99,98058.6,9.39e-4,9.38e-4
1996,38,male,194.8,36.11,96033.8,0.00203,0.002028
1996,39,female,123.7,40.02,97966.6,0.001264,0.001263
1996,39,male,185.3,35.18,95839.1,0.001935,0.001934
1996,40,female,124.8,39.07,97842.9,0.001277,0.001276
1996,40,male,211,34.24,95653.7,0.002209,0.002206
1996,41,female,104,38.12,97718,0.001065,0.001064
1996,41,male,202.8,33.32,95442.7,0.002127,0.002125
1996,42,female,141.4,37.16,97614,0.00145,0.001449
1996,42,male,236.3,32.39,95239.9,0.002484,0.002481
1996,43,female,190.8,36.22,97472.6,0.001959,0.001957
1996,43,male,263,31.47,95003.6,0.002773,0.002769
1996,44,female,184.2,35.29,97281.8,0.001896,0.001894
1996,44,male,254.3,30.55,94740.6,0.002688,0.002684
1996,45,female,251.4,34.35,97097.6,0.002593,0.002589
1996,45,male,373.7,29.64,94486.3,0.003963,0.003955
1996,46,female,228.6,33.44,96846.2,0.002363,0.00236
1996,46,male,347.5,28.75,94112.6,0.003699,0.003692
1996,47,female,247.7,32.52,96617.6,0.002567,0.002564
1996,47,male,402.2,27.86,93765.1,0.004299,0.00429
1996,48,female,303.2,31.6,96369.9,0.003151,0.003146
1996,48,male,392.8,26.97,93362.9,0.004216,0.004208
1996,49,female,301.7,30.7,96066.7,0.003146,0.003141
1996,49,male,471,26.09,92970.1,0.005079,0.005067
1996,50,female,354.8,29.79,95765,0.003712,0.003705
1996,50,male,512.6,25.22,92499,0.005557,0.005542
1996,51,female,385.1,28.9,95410.2,0.004044,0.004036
1996,51,male,598.6,24.35,91986.4,0.006528,0.006507
1996,52,female,434.5,28.02,95025.1,0.004583,0.004572
1996,52,male,692.7,23.51,91387.9,0.007609,0.00758
1996,53,female,436.2,27.14,94590.6,0.004622,0.004612
1996,53,male,747.8,22.69,90695.1,0.00828,0.008246
1996,54,female,519.1,26.27,94154.4,0.005529,0.005513
1996,54,male,847.7,21.87,89947.3,0.009469,0.009425
1996,55,female,518.7,25.41,93635.3,0.005555,0.00554
1996,55,male,869.9,21.07,89099.6,0.009811,0.009763
1996,56,female,571.7,24.55,93116.6,0.006158,0.006139
1996,56,male,901.1,20.28,88229.7,0.010266,0.010213
1996,57,female,704.7,23.7,92544.9,0.007644,0.007615
1996,57,male,1163.5,19.48,87328.6,0.013413,0.013323
1996,58,female,689.9,22.88,91840.2,0.00754,0.007512
1996,58,male,1105.6,18.74,86165.1,0.012914,0.012831
1996,59,female,785.9,22.05,91150.3,0.00866,0.008623
1996,59,male,1307,17.97,85059.5,0.015485,0.015366
1996,60,female,874.6,21.23,90364.3,0.009726,0.009679
1996,60,male,1305.9,17.25,83752.5,0.015714,0.015592
1996,61,female,780.7,20.44,89489.7,0.008762,0.008724
1996,61,male,1317.9,16.51,82446.6,0.016113,0.015985
1996,62,female,1021.7,19.61,88709,0.011584,0.011518
1996,62,male,1568,15.77,81128.7,0.019515,0.019327
1996,63,female,1092.5,18.83,87687.3,0.012538,0.012459
1996,63,male,1869.4,15.07,79560.8,0.023776,0.023497
1996,64,female,1266,18.06,86594.8,0.014728,0.01462
1996,64,male,1997.3,14.42,77691.3,0.026043,0.025708
1996,65,female,1256.9,17.33,85328.7,0.014839,0.01473
1996,65,male,2085.6,13.79,75694,0.027938,0.027554
1996,66,female,1439.2,16.58,84071.8,0.017266,0.017119
1996,66,male,2105.8,13.17,73608.4,0.029023,0.028608
1996,67,female,1526.6,15.86,82632.6,0.018647,0.018475
1996,67,male,2165.5,12.54,71502.6,0.030751,0.030285
1996,68,female,1838,15.15,81106,0.022921,0.022661
1996,68,male,2432.2,11.92,69337.1,0.035704,0.035078
1996,69,female,1890.9,14.49,79268.1,0.024142,0.023855
1996,69,male,2659.8,11.33,66904.9,0.040561,0.039754
1996,70,female,1851.7,13.83,77377.2,0.02422,0.02393
1996,70,male,2754.9,10.78,64245.2,0.043821,0.042882
1996,71,female,2209.7,13.15,75525.5,0.029693,0.029258
1996,71,male,2986.9,10.24,61490.2,0.049784,0.048575
1996,72,female,2147.7,12.54,73315.8,0.029729,0.029294
1996,72,male,3056.4,9.74,58503.3,0.053645,0.052243
1996,73,female,2331.3,11.9,71168.1,0.033303,0.032757
1996,73,male,3179.5,9.25,55446.9,0.059035,0.057342
1996,74,female,2519.3,11.28,68836.8,0.037281,0.036599
1996,74,male,3068.9,8.78,52267.5,0.06049,0.058715
1996,75,female,2722.7,10.69,66317.5,0.041917,0.041056
1996,75,male,3116.5,8.3,49198.6,0.065417,0.063345
1996,76,female,2616,10.13,63594.7,0.042,0.041136
1996,76,male,3177.3,7.82,46082.1,0.07141,0.068948
1996,77,female,2961.2,9.54,60978.7,0.04977,0.048561
1996,77,male,3437.1,7.36,42904.9,0.083453,0.08011
1996,78,female,3159.8,9.01,58017.5,0.055988,0.054464
1996,78,male,3342.2,6.96,39467.7,0.088425,0.084681
1996,79,female,3283.2,8.5,54857.7,0.061696,0.05985
1996,79,male,3385.2,6.56,36125.6,0.098313,0.093707
1996,80,female,3162.7,8,51574.4,0.063262,0.061322
1996,80,male,3328.6,6.19,32740.3,0.107113,0.101668
1996,81,female,3495.2,7.49,48411.8,0.074902,0.072198
1996,81,male,3160.6,5.83,29411.7,0.113562,0.107461
1996,82,female,3457.3,7.04,44916.6,0.080052,0.076971
1996,82,male,3157.5,5.47,26251.1,0.127976,0.12028
1996,83,female,3634.8,6.58,41459.3,0.091691,0.087672
1996,83,male,3045.6,5.15,23093.6,0.14119,0.13188
1996,84,female,3725.4,6.17,37824.5,0.103593,0.098491
1996,84,male,2888.4,4.86,20048.1,0.155259,0.144075
1996,85,female,3447.9,5.79,34099.1,0.106498,0.101114
1996,85,male,2589.7,4.59,17159.6,0.163237,0.150919
1996,86,female,3548.3,5.38,30651.2,0.122878,0.115765
1996,86,male,2479.8,4.32,14569.9,0.186034,0.170202
1996,87,female,3433.7,5.02,27102.9,0.135261,0.126693
1996,87,male,2050.1,4.1,12090.1,0.185273,0.169565
1996,88,female,3258.4,4.68,23669.1,0.147842,0.137666
1996,88,male,1852.6,3.84,10040,0.203276,0.184522
1996,89,female,3227.5,4.34,20410.7,0.171703,0.158128
1996,89,male,1755.7,3.59,8187.4,0.24019,0.214437
1996,90,female,2832.7,4.07,17183.2,0.179659,0.164851
1996,90,male,1307.4,3.44,6431.7,0.226267,0.20327
1996,91,female,2636.8,3.77,14350.5,0.202327,0.183739
1996,91,male,1181.3,3.19,5124.4,0.26057,0.230535
1996,92,female,2403.2,3.51,11713.8,0.228609,0.205158
1996,92,male,928.3,3,3943,0.266839,0.235429
1996,93,female,2126,3.28,9310.6,0.257776,0.228345
1996,93,male,789.9,2.76,3014.7,0.301498,0.262002
1996,94,female,1736.1,3.11,7184.6,0.274857,0.241648
1996,94,male,595.7,2.57,2224.9,0.309148,0.26776
1996,95,female,1287.2,2.94,5448.4,0.267902,0.236256
1996,95,male,504,2.32,1629.1,0.365957,0.309353
1996,96,female,1141.8,2.69,4161.2,0.318025,0.274393
1996,96,male,391.4,2.14,1125.2,0.421053,0.347826
1996,97,female,861.5,2.52,3019.4,0.332792,0.285317
1996,97,male,274.7,2.02,733.8,0.460526,0.374332
1996,98,female,758.5,2.33,2157.9,0.426471,0.351515
1996,98,male,167,1.92,459.1,0.444444,0.363636
1996,99,female,464.7,2.32,1399.4,0.39823,0.332103
1996,99,male,105.6,1.73,292.2,0.441176,0.361446
1996,100,female,307.6,2.22,934.6,0.393939,0.329114
1996,100,male,115.8,1.43,186.6,0.9,0.62069
1997,0,female,449.1,78.08,100000,0.004501,0.004491
1997,0,male,609,72.56,100000,0.006109,0.00609
1997,1,female,35,77.44,99550.9,3.52e-4,3.52e-4
1997,1,male,29.9,72,99391,3.01e-4,3.01e-4
1997,2,female,17.1,76.46,99515.9,1.72e-4,1.72e-4
1997,2,male,26,71.03,99361,2.62e-4,2.62e-4
1997,3,female,13.1,75.48,99498.8,1.32e-4,1.32e-4
1997,3,male,25.2,70.04,99335,2.54e-4,2.54e-4
1997,4,female,12.8,74.49,99485.7,1.29e-4,1.29e-4
1997,4,male,21.6,69.06,99309.8,2.17e-4,2.17e-4
1997,5,female,24.8,73.49,99472.9,2.49e-4,2.49e-4
1997,5,male,5.9,68.08,99288.3,6e-5,6e-5
1997,6,female,24.9,72.51,99448.1,2.5e-4,2.5e-4
1997,6,male,5.9,67.08,99282.4,6e-5,6e-5
1997,7,female,12.8,71.53,99423.2,1.29e-4,1.29e-4
1997,7,male,21.4,66.08,99276.4,2.16e-4,2.16e-4
1997,8,female,12.8,70.54,99410.3,1.29e-4,1.29e-4
1997,8,male,18.3,65.1,99255,1.84e-4,1.84e-4
1997,9,female,12.5,69.55,99397.5,1.25e-4,1.25e-4
1997,9,male,14.6,64.11,99236.7,1.47e-4,1.47e-4
1997,10,female,12.5,68.56,99385,1.26e-4,1.26e-4
1997,10,male,20.9,63.12,99222.1,2.1e-4,2.1e-4
1997,11,female,18.6,67.57,99372.5,1.87e-4,1.87e-4
1997,11,male,5.9,62.13,99201.2,6e-5,6e-5
1997,12,female,9.3,66.58,99353.9,9.4e-5,9.4e-5
1997,12,male,21,61.14,99195.3,2.12e-4,2.12e-4
1997,13,female,13.1,65.59,99344.6,1.32e-4,1.32e-4
1997,13,male,25,60.15,99174.3,2.52e-4,2.52e-4
1997,14,female,13,64.59,99331.5,1.31e-4,1.31e-4
1997,14,male,9.4,59.16,99149.3,9.5e-5,9.5e-5
1997,15,female,31.8,63.6,99318.6,3.2e-4,3.2e-4
1997,15,male,18.5,58.17,99139.9,1.87e-4,1.87e-4
1997,16,female,18.5,62.62,99286.8,1.86e-4,1.86e-4
1997,16,male,61.9,57.18,99121.4,6.24e-4,6.24e-4
1997,17,female,40.4,61.63,99268.3,4.07e-4,4.07e-4
1997,17,male,48.6,56.22,99059.5,4.91e-4,4.91e-4
1997,18,female,19.6,60.66,99227.9,1.98e-4,1.98e-4
1997,18,male,88.3,55.24,99010.9,8.92e-4,8.91e-4
1997,19,female,26.4,59.67,99208.3,2.66e-4,2.66e-4
1997,19,male,143.1,54.29,98922.6,0.001447,0.001446
1997,20,female,36.4,58.69,99181.9,3.67e-4,3.67e-4
1997,20,male,95.6,53.37,98779.6,9.68e-4,9.67e-4
1997,21,female,64.5,57.71,99145.5,6.5e-4,6.5e-4
1997,21,male,125.8,52.42,98684,0.001275,0.001274
1997,22,female,39.1,56.74,99081,3.95e-4,3.94e-4
1997,22,male,126.5,51.49,98558.3,0.001284,0.001283
1997,23,female,18.3,55.77,99041.9,1.85e-4,1.85e-4
1997,23,male,137.6,50.55,98431.8,0.001399,0.001398
1997,24,female,57.8,54.78,99023.6,5.84e-4,5.84e-4
1997,24,male,150.6,49.62,98294.2,0.001533,0.001532
1997,25,female,40.6,53.81,98965.8,4.11e-4,4.11e-4
1997,25,male,133,48.7,98143.6,0.001356,0.001356
1997,26,female,23.3,52.83,98925.2,2.35e-4,2.35e-4
1997,26,male,87.2,47.76,98010.5,8.9e-4,8.9e-4
1997,27,female,44.2,51.84,98901.9,4.47e-4,4.47e-4
1997,27,male,133.1,46.81,97923.3,0.001361,0.00136
1997,28,female,45.2,50.87,98857.7,4.57e-4,4.57e-4
1997,28,male,143.4,45.87,97790.2,0.001467,0.001466
1997,29,female,46.2,49.89,98812.5,4.67e-4,4.67e-4
1997,29,male,128.4,44.94,97646.8,0.001316,0.001315
1997,30,female,48.2,48.91,98766.4,4.88e-4,4.88e-4
1997,30,male,129.6,43.99,97518.4,0.00133,0.001329
1997,31,female,58.1,47.94,98718.2,5.88e-4,5.88e-4
1997,31,male,108.7,43.05,97388.8,0.001117,0.001116
1997,32,female,51.5,46.96,98660.1,5.22e-4,5.22e-4
1997,32,male,157.1,42.1,97280.1,0.001616,0.001615
1997,33,female,62.9,45.99,98608.6,6.38e-4,6.38e-4
1997,33,male,166.3,41.17,97123,0.001713,0.001712
1997,34,female,65.9,45.02,98545.7,6.69e-4,6.69e-4
1997,34,male,132.7,40.24,96956.8,0.001369,0.001368
1997,35,female,99,44.05,98479.8,0.001005,0.001005
1997,35,male,135,39.29,96824.1,0.001396,0.001395
1997,36,female,72.5,43.09,98380.9,7.37e-4,7.36e-4
1997,36,male,131.9,38.35,96689.1,0.001365,0.001365
1997,37,female,84.6,42.12,98308.4,8.61e-4,8.61e-4
1997,37,male,192,37.4,96557.1,0.001991,0.001989
1997,38,female,120.6,41.16,98223.8,0.001228,0.001228
1997,38,male,182.7,36.47,96365.1,0.001897,0.001896
1997,39,female,110.1,40.21,98103.2,0.001123,0.001122
1997,39,male,169.1,35.54,96182.4,0.001759,0.001758
1997,40,female,139.7,39.25,97993.1,0.001426,0.001425
1997,40,male,226.2,34.6,96013.4,0.002359,0.002356
1997,41,female,116.9,38.31,97853.5,0.001196,0.001195
1997,41,male,257.8,33.68,95787.1,0.002695,0.002691
1997,42,female,174.6,37.35,97736.5,0.001788,0.001787
1997,42,male,265.5,32.77,95529.3,0.002783,0.002779
1997,43,female,203.8,36.42,97561.9,0.002092,0.002089
1997,43,male,253.6,31.86,95263.8,0.002665,0.002662
1997,44,female,202.4,35.49,97358,0.002081,0.002079
1997,44,male,303.2,30.94,95010.3,0.003196,0.003191
1997,45,female,196.1,34.57,97155.6,0.00202,0.002018
1997,45,male,354.8,30.04,94707.1,0.003754,0.003747
1997,46,female,199.4,33.64,96959.6,0.002059,0.002057
1997,46,male,365.9,29.15,94352.3,0.003886,0.003878
1997,47,female,223,32.7,96760.2,0.002307,0.002304
1997,47,male,396.1,28.27,93986.3,0.004223,0.004214
1997,48,female,275.7,31.78,96537.2,0.00286,0.002856
1997,48,male,399.6,27.38,93590.3,0.004279,0.00427
1997,49,female,301.1,30.87,96261.5,0.003133,0.003128
1997,49,male,424.6,26.5,93190.6,0.004567,0.004557
1997,50,female,333.7,29.96,95960.4,0.003483,0.003477
1997,50,male,457.4,25.62,92766,0.004942,0.00493
1997,51,female,399,29.07,95626.7,0.004181,0.004172
1997,51,male,588.6,24.74,92308.6,0.006397,0.006376
1997,52,female,417.1,28.19,95227.8,0.00439,0.00438
1997,52,male,621.9,23.9,91720,0.006804,0.006781
1997,53,female,471.8,27.31,94810.7,0.004989,0.004977
1997,53,male,779.3,23.06,91098.1,0.008591,0.008554
1997,54,female,470.5,26.44,94338.8,0.005,0.004987
1997,54,male,780.2,22.25,90318.9,0.008676,0.008638
1997,55,female,520.1,25.57,93868.3,0.005556,0.00554
1997,55,male,976.6,21.44,89538.6,0.010966,0.010907
1997,56,female,580.5,24.71,93348.3,0.006238,0.006219
1997,56,male,941,20.67,88562.1,0.010682,0.010625
1997,57,female,695.8,23.86,92767.7,0.007528,0.0075
1997,57,male,1034.5,19.89,87621.1,0.011876,0.011806
1997,58,female,625.6,23.04,92072,0.006818,0.006794
1997,58,male,1007,19.12,86586.6,0.011697,0.011629
1997,59,female,729,22.19,91446.4,0.008004,0.007972
1997,59,male,1210.6,18.34,85579.7,0.014246,0.014145
1997,60,female,768.3,21.37,90717.4,0.008505,0.008469
1997,60,male,1250.8,17.6,84369.1,0.014937,0.014826
1997,61,female,949.2,20.55,89949.1,0.010609,0.010553
1997,61,male,1348,16.85,83118.3,0.016351,0.016218
1997,62,female,1010.9,19.76,88999.9,0.011423,0.011358
1997,62,male,1486.4,16.12,81770.2,0.018344,0.018177
1997,63,female,1063.5,18.98,87989,0.01216,0.012086
1997,63,male,1818.8,15.41,80283.9,0.022914,0.022654
1997,64,female,1138.1,18.21,86925.5,0.013179,0.013093
1997,64,male,1744.6,14.76,78465.1,0.022485,0.022235
1997,65,female,1295.7,17.44,85787.4,0.015219,0.015104
1997,65,male,1952.4,14.08,76720.5,0.025776,0.025448
1997,66,female,1470.8,16.7,84491.7,0.01756,0.017407
1997,66,male,2082.7,13.44,74768.1,0.02825,0.027856
1997,67,female,1485.3,15.99,83020.9,0.018053,0.017891
1997,67,male,2239.4,12.81,72685.4,0.031292,0.030809
1997,68,female,1511,15.27,81535.6,0.018706,0.018532
1997,68,male,2459,12.2,70446,0.035526,0.034906
1997,69,female,1855.1,14.55,80024.5,0.023453,0.023181
1997,69,male,2472.5,11.62,67987,0.037041,0.036367
1997,70,female,1853.7,13.88,78169.5,0.023998,0.023714
1997,70,male,2637.9,11.04,65514.5,0.041092,0.040265
1997,71,female,2044.2,13.21,76315.8,0.02715,0.026786
1997,71,male,2924.8,10.48,62876.6,0.047624,0.046516
1997,72,female,2340.5,12.56,74271.6,0.032017,0.031512
1997,72,male,2831.9,9.97,59951.8,0.048379,0.047236
1997,73,female,2294.7,11.95,71931.1,0.032419,0.031902
1997,73,male,3104.3,9.44,57119.9,0.055866,0.054348
1997,74,female,2510.7,11.33,69636.4,0.036716,0.036054
1997,74,male,3351,8.95,54015.5,0.064024,0.062038
1997,75,female,2702.2,10.73,67125.7,0.041083,0.040256
1997,75,male,3246.1,8.51,50664.5,0.06619,0.06407
1997,76,female,2763.7,10.16,64423.5,0.04384,0.042899
1997,76,male,3332.3,8.06,47418.5,0.072834,0.070275
1997,77,female,2753.6,9.6,61659.7,0.045678,0.044658
1997,77,male,3202.8,7.63,44086.1,0.075386,0.072648
1997,78,female,3260.9,9.02,58906.1,0.056934,0.055358
1997,78,male,3267.9,7.19,40883.4,0.08326,0.079932
1997,79,female,3205.4,8.52,55645.2,0.059313,0.057605
1997,79,male,3461.3,6.77,37615.5,0.096454,0.092017
1997,80,female,3405.6,8.01,52439.8,0.067122,0.064943
1997,80,male,3359.8,6.41,34154.2,0.103462,0.098373
1997,81,female,3667.7,7.53,49034.2,0.077705,0.074799
1997,81,male,3280.5,6.05,30794.4,0.112522,0.106529
1997,82,female,3444.9,7.1,45366.5,0.078933,0.075936
1997,82,male,3246,5.71,27513.9,0.125371,0.117976
1997,83,female,3597.8,6.64,41921.6,0.08967,0.085822
1997,83,male,3041.3,5.41,24267.9,0.133699,0.125322
1997,84,female,3415.4,6.22,38323.8,0.093276,0.08912
1997,84,male,2786.9,5.11,21226.6,0.140519,0.131294
1997,85,female,3868.8,5.78,34908.4,0.11733,0.110828
1997,85,male,2523.9,4.81,18439.7,0.146926,0.136871
1997,86,female,3551.5,5.44,31039.5,0.12136,0.114417
1997,86,male,2651.7,4.5,15915.8,0.181744,0.166604
1997,87,female,3461.9,5.08,27488.1,0.134404,0.12594
1997,87,male,2097.4,4.29,13264.2,0.171698,0.158123
1997,88,female,3165,4.74,24026.2,0.141017,0.131729
1997,88,male,2097.8,4.01,11166.8,0.207332,0.187858
1997,89,female,2973,4.38,20861.3,0.153447,0.142513
1997,89,male,1647.3,3.82,9069.1,0.19979,0.181644
1997,90,female,3034.4,4.02,17888.3,0.185351,0.16963
1997,90,male,1379.5,3.55,7421.7,0.204918,0.185874
1997,91,female,2708.6,3.74,14853.9,0.200645,0.182351
1997,91,male,1402.2,3.25,6042.2,0.262523,0.232062
1997,92,female,2508.8,3.47,12145.3,0.230355,0.206563
1997,92,male,1087.6,3.08,4640,0.265499,0.234384
1997,93,female,2031.7,3.24,9636.5,0.235685,0.210839
1997,93,male,913.4,2.87,3552.5,0.295053,0.257121
1997,94,female,1983.5,2.97,7604.7,0.299944,0.260827
1997,94,male,709.7,2.69,2639.1,0.310705,0.268927
1997,95,female,1361.2,2.84,5621.2,0.275518,0.242159
1997,95,male,580.3,2.5,1929.4,0.353982,0.300752
1997,96,female,1169.7,2.59,4260,0.318284,0.274586
1997,96,male,387.5,2.36,1349.1,0.335404,0.287234
1997,97,female,957,2.38,3090.3,0.3664,0.309669
1997,97,male,310.7,2.11,961.6,0.385417,0.323144
1997,98,female,714,2.22,2133.3,0.401961,0.334694
1997,98,male,281.2,1.88,650.9,0.55102,0.432
1997,99,female,490,2.08,1419.3,0.417266,0.345238
1997,99,male,147.9,1.94,369.7,0.5,0.4
1997,100,female,375.8,1.92,929.3,0.506944,0.404432
1997,100,male,96.4,1.9,221.8,0.555556,0.434783
1998,0,female,491.5,78.21,100000,0.004927,0.004915
1998,0,male,619.2,72.64,100000,0.006211,0.006192
1998,1,female,31,77.6,99508.5,3.12e-4,3.12e-4
1998,1,male,45.5,72.09,99380.8,4.58e-4,4.58e-4
1998,2,female,24.5,76.62,99477.4,2.46e-4,2.46e-4
1998,2,male,33.3,71.12,99335.3,3.35e-4,3.35e-4
1998,3,female,24,75.64,99453,2.42e-4,2.42e-4
1998,3,male,22.8,70.15,99302,2.29e-4,2.29e-4
1998,4,female,9.9,74.66,99428.9,9.9e-5,9.9e-5
1998,4,male,18.9,69.16,99279.2,1.91e-4,1.91e-4
1998,5,female,9.7,73.67,99419,9.7e-5,9.7e-5
1998,5,male,24.7,68.17,99260.3,2.49e-4,2.49e-4
1998,6,female,27.9,72.67,99409.4,2.8e-4,2.8e-4
1998,6,male,14.8,67.19,99235.6,1.5e-4,1.5e-4
1998,7,female,12.5,71.69,99381.5,1.25e-4,1.25e-4
1998,7,male,20.8,66.2,99220.8,2.09e-4,2.09e-4
1998,8,female,12.8,70.7,99369,1.29e-4,1.29e-4
1998,8,male,18.3,65.22,99200,1.85e-4,1.85e-4
1998,9,female,25.7,69.71,99356.2,2.59e-4,2.59e-4
1998,9,male,24.4,64.23,99181.7,2.46e-4,2.46e-4
1998,10,female,3.1,68.73,99330.5,3.1e-5,3.1e-5
1998,10,male,17.6,63.24,99157.3,1.77e-4,1.77e-4
1998,11,female,18.7,67.73,99327.4,1.89e-4,1.89e-4
1998,11,male,26.8,62.25,99139.7,2.71e-4,2.71e-4
1998,12,female,9.3,66.75,99308.6,9.4e-5,9.4e-5
1998,12,male,20.7,61.27,99112.9,2.09e-4,2.09e-4
1998,13,female,15.5,65.75,99299.3,1.56e-4,1.56e-4
1998,13,male,27,60.28,99092.2,2.72e-4,2.72e-4
1998,14,female,13.1,64.76,99283.8,1.32e-4,1.32e-4
1998,14,male,25,59.3,99065.2,2.53e-4,2.53e-4
1998,15,female,19.5,63.77,99270.7,1.96e-4,1.96e-4
1998,15,male,47.1,58.31,99040.2,4.75e-4,4.75e-4
1998,16,female,25.5,62.78,99251.3,2.57e-4,2.57e-4
1998,16,male,56.1,57.34,98993.1,5.67e-4,5.67e-4
1998,17,female,61.9,61.8,99225.7,6.24e-4,6.24e-4
1998,17,male,77.2,56.37,98937,7.81e-4,7.8e-4
1998,18,female,43.9,60.84,99163.8,4.43e-4,4.43e-4
1998,18,male,107.1,55.42,98859.8,0.001083,0.001083
1998,19,female,21.9,59.86,99119.9,2.21e-4,2.2e-4
1998,19,male,122.1,54.48,98752.8,0.001237,0.001237
1998,20,female,42.1,58.88,99098.1,4.25e-4,4.25e-4
1998,20,male,128.4,53.54,98630.6,0.001303,0.001302
1998,21,female,39.7,57.9,99056,4.01e-4,4.01e-4
1998,21,male,149.2,52.61,98502.2,0.001516,0.001515
1998,22,female,31.1,56.92,99016.2,3.14e-4,3.14e-4
1998,22,male,118.5,51.69,98352.9,0.001205,0.001204
1998,23,female,55.7,55.94,98985.1,5.62e-4,5.62e-4
1998,23,male,142.4,50.75,98234.5,0.001451,0.00145
1998,24,female,46.7,54.97,98929.4,4.72e-4,4.72e-4
1998,24,male,103.6,49.83,98092,0.001057,0.001056
1998,25,female,41,54,98882.7,4.14e-4,4.14e-4
1998,25,male,153.8,48.88,97988.5,0.001571,0.00157
1998,26,female,51.8,53.02,98841.8,5.24e-4,5.24e-4
1998,26,male,135.8,47.96,97834.6,0.001389,0.001388
1998,27,female,46.7,52.05,98789.9,4.73e-4,4.73e-4
1998,27,male,136.4,47.02,97698.8,0.001398,0.001397
1998,28,female,44.2,51.07,98743.2,4.48e-4,4.48e-4
1998,28,male,131.7,46.09,97562.3,0.001351,0.00135
1998,29,female,47.8,50.1,98699,4.84e-4,4.84e-4
1998,29,male,121.4,45.15,97430.6,0.001247,0.001246
1998,30,female,41.3,49.12,98651.2,4.19e-4,4.19e-4
1998,30,male,106.6,44.2,97309.2,0.001096,0.001095
1998,31,female,57.8,48.14,98609.9,5.86e-4,5.86e-4
1998,31,male,132.6,43.25,97202.6,0.001365,0.001364
1998,32,female,48.3,47.17,98552.1,4.9e-4,4.9e-4
1998,32,male,152.1,42.31,97070,0.001568,0.001566
1998,33,female,56.1,46.19,98503.8,5.7e-4,5.7e-4
1998,33,male,140.5,41.38,96917.9,0.001451,0.00145
1998,34,female,60.5,45.22,98447.7,6.15e-4,6.15e-4
1998,34,male,154.5,40.43,96777.4,0.001598,0.001597
1998,35,female,61.1,44.25,98387.2,6.21e-4,6.21e-4
1998,35,male,152.3,39.5,96622.9,0.001577,0.001576
1998,36,female,79.4,43.27,98326.1,8.08e-4,8.08e-4
1998,36,male,164.3,38.56,96470.6,0.001704,0.001703
1998,37,female,125.6,42.31,98246.7,0.001279,0.001278
1998,37,male,197,37.63,96306.3,0.002048,0.002046
1998,38,female,99.4,41.36,98121.1,0.001013,0.001013
1998,38,male,187.3,36.7,96109.3,0.001951,0.001949
1998,39,female,92.9,40.4,98021.7,9.48e-4,9.47e-4
1998,39,male,187.5,35.77,95922,0.001957,0.001955
1998,40,female,102.2,39.44,97928.9,0.001044,0.001043
1998,40,male,189.3,34.84,95734.5,0.001979,0.001977
1998,41,female,136.9,38.48,97826.7,0.0014,0.001399
1998,41,male,238.5,33.91,95545.2,0.002499,0.002496
1998,42,female,173.7,37.53,97689.8,0.001779,0.001778
1998,42,male,256.9,32.99,95306.7,0.002699,0.002695
1998,43,female,202.4,36.6,97516.1,0.002078,0.002076
1998,43,male,357.4,32.08,95049.8,0.003768,0.003761
1998,44,female,194.9,35.67,97313.7,0.002005,0.002003
1998,44,male,294.5,31.2,94692.4,0.003115,0.00311
1998,45,female,187.7,34.75,97118.8,0.001934,0.001932
1998,45,male,296.2,30.3,94397.9,0.003142,0.003138
1998,46,female,219.6,33.81,96931.2,0.002268,0.002266
1998,46,male,355.7,29.39,94101.7,0.003787,0.00378
1998,47,female,291.4,32.89,96711.5,0.003018,0.003013
1998,47,male,392.7,28.5,93746,0.004198,0.004189
1998,48,female,273.5,31.98,96420.1,0.00284,0.002836
1998,48,male,402,27.62,93353.3,0.004315,0.004306
