year,x,sex,dx,ex,lx,mx,qx
1990,91,male,989,3.27,4444.6,0.250362,0.222508
1990,92,female,2047.3,3.44,10340.9,0.219731,0.19798
1990,92,male,874.5,3.06,3455.6,0.289738,0.253076
1990,93,female,1980.7,3.16,8293.6,0.271206,0.238821
1990,93,male,651.3,2.93,2581.1,0.28877,0.252336
1990,94,female,1530.1,3,6312.9,0.275809,0.242383
1990,94,male,470.4,2.74,1929.8,0.277567,0.24374
1990,95,female,1314,2.8,4782.8,0.318493,0.274742
1990,95,male,504.3,2.47,1459.4,0.417722,0.34555
1990,96,female,1017.1,2.67,3468.7,0.34359,0.293217
1990,96,male,215.4,2.51,955.1,0.254237,0.225564
1990,97,female,637.9,2.57,2451.6,0.299087,0.260179
1990,97,male,238.6,2.09,739.7,0.384615,0.322581
1990,98,female,538.4,2.3,1813.8,0.348592,0.296852
1990,98,male,196.7,1.85,501.1,0.488372,0.392523
1990,99,female,454.1,2.06,1275.4,0.433121,0.356021
1990,99,male,125.1,1.72,304.4,0.517241,0.410959
1990,100,female,291.7,1.93,821.3,0.431818,0.35514
1990,100,male,102.5,1.57,179.3,0.8,0.571429
1991,0,female,534.6,77.13,100000,0.005361,0.005346
1991,0,male,869.6,71.4,100000,0.008734,0.008696
1991,1,female,80.2,76.55,99465.4,8.06e-4,8.06e-4
1991,1,male,86.1,71.02,99130.4,8.69e-4,8.68e-4
1991,2,female,28.6,75.61,99385.2,2.88e-4,2.88e-4
1991,2,male,39.4,70.08,99044.3,3.98e-4,3.98e-4
1991,3,female,34,74.63,99356.6,3.43e-4,3.43e-4
1991,3,male,31.9,69.11,99004.9,3.23e-4,3.23e-4
1991,4,female,28,73.65,99322.5,2.82e-4,2.82e-4
1991,4,male,20.9,68.13,98973,2.11e-4,2.11e-4
1991,5,female,12.4,72.68,99294.5,1.25e-4,1.25e-4
1991,5,male,23.5,67.15,98952.1,2.38e-4,2.38e-4
1991,6,female,12.6,71.68,99282.1,1.27e-4,1.27e-4
1991,6,male,27.3,66.16,98928.5,2.76e-4,2.76e-4
1991,7,female,16.4,70.69,99269.5,1.65e-4,1.65e-4
1991,7,male,28,65.18,98901.2,2.83e-4,2.83e-4
1991,8,female,16,69.7,99253.2,1.61e-4,1.61e-4
1991,8,male,27.4,64.2,98873.3,2.77e-4,2.77e-4
1991,9,female,12.5,68.72,99237.2,1.26e-4,1.26e-4
1991,9,male,20.9,63.22,98845.9,2.12e-4,2.12e-4
1991,10,female,18.3,67.72,99224.7,1.85e-4,1.85e-4
1991,10,male,14.4,62.23,98824.9,1.46e-4,1.46e-4
1991,11,female,15.5,66.74,99206.4,1.56e-4,1.56e-4
1991,11,male,3,61.24,98810.5,3e-5,3e-5
1991,12,female,16.2,65.75,99190.9,1.63e-4,1.63e-4
1991,12,male,12.1,60.24,98807.6,1.22e-4,1.22e-4
1991,13,female,10.2,64.76,99174.7,1.03e-4,1.03e-4
1991,13,male,36,59.25,98795.5,3.64e-4,3.64e-4
1991,14,female,42,63.76,99164.5,4.23e-4,4.23e-4
1991,14,male,42.5,58.27,98759.5,4.31e-4,4.31e-4
1991,15,female,25.7,62.79,99122.5,2.59e-4,2.59e-4
1991,15,male,61.1,57.3,98717,6.19e-4,6.18e-4
1991,16,female,31.3,61.81,99096.8,3.16e-4,3.16e-4
1991,16,male,51.6,56.33,98655.9,5.23e-4,5.23e-4
1991,17,female,30.8,60.83,99065.5,3.11e-4,3.11e-4
1991,17,male,74.2,55.36,98604.3,7.53e-4,7.53e-4
1991,18,female,29.1,59.85,99034.7,2.93e-4,2.93e-4
1991,18,male,108,54.4,98530.1,0.001096,0.001096
1991,19,female,50.5,58.86,99005.6,5.1e-4,5.1e-4
1991,19,male,127.2,53.46,98422.1,0.001293,0.001292
1991,20,female,34.7,57.89,98955.1,3.51e-4,3.51e-4
1991,20,male,114.1,52.53,98294.9,0.001162,0.001161
1991,21,female,27.3,56.91,98920.4,2.76e-4,2.76e-4
1991,21,male,105,51.59,98180.8,0.00107,0.001069
1991,22,female,34,55.93,98893.1,3.44e-4,3.44e-4
1991,22,male,85.3,50.65,98075.8,8.7e-4,8.7e-4
1991,23,female,33.3,54.95,98859.1,3.37e-4,3.37e-4
1991,23,male,89.5,49.69,97990.5,9.14e-4,9.14e-4
1991,24,female,50.5,53.97,98825.8,5.11e-4,5.11e-4
1991,24,male,109.6,48.73,97901,0.00112,0.00112
1991,25,female,33.9,52.99,98775.3,3.44e-4,3.44e-4
1991,25,male,106.6,47.79,97791.4,0.001091,0.00109
1991,26,female,39.6,52.01,98741.4,4.01e-4,4.01e-4
1991,26,male,91.1,46.84,97684.7,9.33e-4,9.33e-4
1991,27,female,65.4,51.03,98701.8,6.63e-4,6.63e-4
1991,27,male,120.8,45.88,97593.6,0.001239,0.001238
1991,28,female,50,50.07,98636.4,5.07e-4,5.06e-4
1991,28,male,105.9,44.94,97472.8,0.001087,0.001087
1991,29,female,63,49.09,98586.4,6.4e-4,6.4e-4
1991,29,male,103.8,43.99,97366.9,0.001066,0.001066
1991,30,female,58,48.12,98523.4,5.89e-4,5.88e-4
1991,30,male,87.7,43.03,97263.1,9.02e-4,9.02e-4
1991,31,female,54.7,47.15,98465.4,5.55e-4,5.55e-4
1991,31,male,116,42.07,97175.4,0.001194,0.001193
1991,32,female,40.5,46.18,98410.7,4.11e-4,4.11e-4
1991,32,male,127.4,41.12,97059.4,0.001313,0.001312
1991,33,female,54.3,45.19,98370.3,5.52e-4,5.52e-4
1991,33,male,116.5,40.18,96932.1,0.001202,0.001202
1991,34,female,95.6,44.22,98316,9.73e-4,9.73e-4
1991,34,male,116.7,39.22,96815.6,0.001206,0.001205
1991,35,female,68.5,43.26,98220.4,6.98e-4,6.98e-4
1991,35,male,168.3,38.27,96698.9,0.001742,0.00174
1991,36,female,102,42.29,98151.8,0.00104,0.001039
1991,36,male,137,37.34,96530.6,0.00142,0.001419
1991,37,female,77,41.34,98049.8,7.85e-4,7.85e-4
1991,37,male,139.7,36.39,96393.6,0.001451,0.00145
1991,38,female,125,40.37,97972.8,0.001277,0.001276
1991,38,male,165.1,35.44,96253.9,0.001717,0.001715
1991,39,female,107.5,39.42,97847.8,0.001099,0.001098
1991,39,male,187.4,34.5,96088.8,0.001953,0.001951
1991,40,female,110.6,38.46,97740.3,0.001132,0.001132
1991,40,male,242.7,33.57,95901.3,0.002533,0.00253
1991,41,female,132.7,37.5,97629.7,0.00136,0.001359
1991,41,male,227.8,32.65,95658.7,0.002385,0.002382
1991,42,female,174.2,36.55,97497,0.001788,0.001786
1991,42,male,241.6,31.73,95430.9,0.002535,0.002532
1991,43,female,179.9,35.62,97322.8,0.00185,0.001848
1991,43,male,301.2,30.81,95189.2,0.003169,0.003164
1991,44,female,196.4,34.68,97142.9,0.002023,0.002021
1991,44,male,267.6,29.9,94888.1,0.002825,0.002821
1991,45,female,200.6,33.75,96946.6,0.002071,0.002069
1991,45,male,363.2,28.99,94620.4,0.003846,0.003839
1991,46,female,243.2,32.82,96746,0.002517,0.002514
1991,46,male,313,28.1,94257.2,0.003326,0.003321
1991,47,female,286.1,31.9,96502.8,0.002969,0.002964
1991,47,male,456.7,27.19,93944.2,0.004874,0.004862
1991,48,female,299.6,31,96216.7,0.003119,0.003114
1991,48,male,535.7,26.32,93487.5,0.005747,0.00573
1991,49,female,341.6,30.09,95917.1,0.003568,0.003562
1991,49,male,557.1,25.47,92951.7,0.006011,0.005993
1991,50,female,383.5,29.2,95575.5,0.004021,0.004012
1991,50,male,550.8,24.62,92394.7,0.00598,0.005962
1991,51,female,379.2,28.31,95192,0.003992,0.003984
1991,51,male,644.1,23.76,91843.8,0.007037,0.007013
1991,52,female,398.4,27.42,94812.7,0.004211,0.004202
1991,52,male,666.1,22.93,91199.8,0.00733,0.007303
1991,53,female,440.3,26.54,94414.3,0.004675,0.004664
1991,53,male,785.7,22.09,90533.7,0.008717,0.008679
1991,54,female,492,25.66,93974,0.005249,0.005235
1991,54,male,798.2,21.28,89748,0.008934,0.0088940000000000009
1991,55,female,581.5,24.79,93482,0.00624,0.006221
1991,55,male,990.6,20.47,88949.7,0.011199,0.011137
1991,56,female,674,23.95,92900.5,0.007281,0.007255
1991,56,male,888.2,19.69,87959.1,0.010149,0.010098
1991,57,female,718.5,23.12,92226.5,0.007821,0.00779
1991,57,male,1138.9,18.89,87070.9,0.013166,0.01308
1991,58,female,759.1,22.29,91508,0.00833,0.008296
1991,58,male,1340.1,18.13,85932,0.015717,0.015595
1991,59,female,889,21.48,90748.9,0.009844,0.009796
1991,59,male,1352,17.41,84592,0.016112,0.015983
1991,60,female,911.4,20.68,89859.9,0.010194,0.010142
1991,60,male,1304.7,16.68,83239.9,0.015798,0.015674
1991,61,female,1132.3,19.89,88948.5,0.012812,0.01273
1991,61,male,1605.3,15.94,81935.2,0.019786,0.019592
1991,62,female,1146.1,19.14,87816.2,0.013137,0.013052
1991,62,male,1742.3,15.25,80329.9,0.021928,0.02169
1991,63,female,1221.8,18.39,86670,0.014198,0.014097
1991,63,male,1876.3,14.58,78587.6,0.024164,0.023875
1991,64,female,1318.9,17.64,85448.2,0.015555,0.015435
1991,64,male,1979,13.92,76711.3,0.026135,0.025798
1991,65,female,1451.9,16.91,84129.3,0.017409,0.017259
1991,65,male,2184.8,13.28,74732.3,0.029669,0.029235
1991,66,female,1590,16.2,82677.4,0.019419,0.019232
1991,66,male,2342.9,12.66,72547.4,0.032824,0.032294
1991,67,female,1649.6,15.51,81087.3,0.020553,0.020344
1991,67,male,2527.5,12.07,70204.6,0.036662,0.036002
1991,68,female,1820.9,14.82,79437.7,0.023188,0.022922
1991,68,male,2687.3,11.5,67677.1,0.040513,0.039708
1991,69,female,1958.6,14.16,77616.9,0.025556,0.025234
1991,69,male,2755.6,10.96,64989.7,0.043318,0.0424
1991,70,female,2051.6,13.51,75658.3,0.027489,0.027116
1991,70,male,3101,10.42,62234.2,0.051101,0.049828
1991,71,female,2030.8,12.87,73606.7,0.027976,0.02759
1991,71,male,2814.7,9.94,59133.1,0.048759,0.047599
1991,72,female,2362.1,12.22,71575.9,0.033555,0.033002
1991,72,male,3220.3,9.41,56318.5,0.058862,0.057179
1991,73,female,2547.3,11.62,69213.8,0.037493,0.036803
1991,73,male,3309.1,8.95,53098.2,0.064326,0.062321
1991,74,female,2544.3,11.05,66666.5,0.038907,0.038164
1991,74,male,3418,8.51,49789.1,0.07109,0.06865
1991,75,female,2611.8,10.47,64122.2,0.041579,0.040732
1991,75,male,3251.5,8.1,46371.1,0.072668,0.07012
1991,76,female,2895.4,9.89,61510.4,0.048205,0.047071
1991,76,male,3043.4,7.68,43119.5,0.073161,0.070579
1991,77,female,2975.6,9.35,58615.1,0.052087,0.050765
1991,77,male,3132.9,7.22,40076.2,0.081354,0.078174
1991,78,female,3271.9,8.83,55639.5,0.060587,0.058805
1991,78,male,3288.6,6.79,36943.3,0.093165,0.089018
1991,79,female,3119.3,8.35,52367.6,0.061394,0.059565
1991,79,male,3357.4,6.41,33654.6,0.104998,0.099761
1991,80,female,3286.3,7.84,49248.3,0.069032,0.066729
1991,80,male,3178.3,6.06,30297.2,0.11071,0.104903
1991,81,female,3323.4,7.37,45962,0.075021,0.072309
1991,81,male,3040.2,5.71,27118.9,0.118763,0.112106
1991,82,female,3454.6,6.9,42638.6,0.084441,0.08102
1991,82,male,3134.1,5.37,24078.8,0.139221,0.130161
1991,83,female,3593.1,6.47,39184,0.096104,0.091698
1991,83,male,2881,5.1,20944.6,0.147711,0.137552
1991,84,female,3686.8,6.07,35590.9,0.109245,0.103587
1991,84,male,2630,4.83,18063.7,0.157028,0.145597
1991,85,female,3468,5.71,31904.1,0.114948,0.108701
1991,85,male,2296.4,4.57,15433.6,0.160752,0.148793
1991,86,female,3387.1,5.35,28436.1,0.126656,0.119113
1991,86,male,2258.9,4.28,13137.2,0.188116,0.171943
1991,87,female,3282.5,5.01,25049,0.140234,0.131045
1991,87,male,1975,4.07,10878.4,0.199679,0.181553
1991,88,female,2967.9,4.69,21766.5,0.14633,0.136354
1991,88,male,1711.2,3.86,8903.4,0.212628,0.192195
1991,89,female,2910.6,4.35,18798.5,0.167825,0.154833
1991,89,male,1492.5,3.66,7192.2,0.231544,0.207519
1991,90,female,2783.8,4.05,15887.9,0.19204,0.175216
1991,90,male,1222.2,3.49,5699.7,0.240187,0.214435
1991,91,female,2499.9,3.81,13104.1,0.210886,0.190771
1991,91,male,916.2,3.3,4477.5,0.227951,0.204629
1991,92,female,2067.1,3.59,10604.2,0.215978,0.194928
1991,92,male,894.3,3.02,3561.3,0.28719,0.251129
1991,93,female,1852.9,3.33,8537.2,0.243461,0.21704
1991,93,male,662.4,2.87,2666.9,0.283582,0.248366
1991,94,female,1611.9,3.12,6684.2,0.274217,0.241153
1991,94,male,590,2.65,2004.5,0.345098,0.294314
1991,95,female,1309.3,2.95,5072.3,0.296371,0.258121
1991,95,male,353.6,2.55,1414.6,0.285714,0.25
1991,96,female,1008.1,2.8,3763,0.309342,0.267905
1991,96,male,395.6,2.23,1060.9,0.458333,0.372881
1991,97,female,714.9,2.65,2754.9,0.298206,0.259512
1991,97,male,186.3,2.25,665.3,0.325581,0.28
1991,98,female,698.7,2.4,2040,0.413249,0.342484
1991,98,male,167.9,1.94,479,0.425,0.350515
1991,99,female,343.3,2.39,1341.3,0.293532,0.255965
1991,99,male,138.3,1.71,311.1,0.571429,0.444444
1991,100,female,393,2.04,998,0.490385,0.393822
1991,100,male,115.2,1.68,172.8,1,0.666667
1992,0,female,570.9,77.27,100000,0.005725,0.005709
1992,0,male,787.9,71.6,100000,0.00791,0.007879
1992,1,female,58.9,76.72,99429.1,5.93e-4,5.93e-4
1992,1,male,65.2,71.16,99212.1,6.57e-4,6.57e-4
1992,2,female,61,75.76,99370.2,6.14e-4,6.14e-4
1992,2,male,33.9,70.21,99146.9,3.42e-4,3.42e-4
1992,3,female,25.5,74.81,99309.2,2.57e-4,2.57e-4
1992,3,male,33.4,69.23,99113,3.37e-4,3.37e-4
1992,4,female,12.4,73.83,99283.7,1.25e-4,1.25e-4
1992,4,male,20.4,68.26,99079.6,2.06e-4,2.06e-4
1992,5,female,21.8,72.84,99271.3,2.2e-4,2.2e-4
1992,5,male,26.9,67.27,99059.2,2.72e-4,2.72e-4
1992,6,female,15.5,71.85,99249.5,1.56e-4,1.56e-4
1992,6,male,20.7,66.29,99032.3,2.09e-4,2.09e-4
1992,7,female,18.8,70.86,99234,1.9e-4,1.9e-4
1992,7,male,12.1,65.3,99011.7,1.23e-4,1.23e-4
1992,8,female,9.8,69.88,99215.2,9.9e-5,9.9e-5
1992,8,male,15.6,64.31,98999.5,1.57e-4,1.57e-4
1992,9,female,6.4,68.88,99205.4,6.5e-5,6.5e-5
1992,9,male,9.2,63.32,98984,9.3e-5,9.3e-5
1992,10,female,9.4,67.89,99199,9.5e-5,9.5e-5
1992,10,male,12,62.33,98974.8,1.22e-4,1.22e-4
1992,11,female,9.2,66.89,99189.6,9.2e-5,9.2e-5
1992,11,male,20.2,61.33,98962.8,2.05e-4,2.05e-4
1992,12,female,24.8,65.9,99180.4,2.5e-4,2.5e-4
1992,12,male,23.8,60.35,98942.5,2.41e-4,2.41e-4
1992,13,female,16.2,64.92,99155.6,1.63e-4,1.63e-4
1992,13,male,33.5,59.36,98918.7,3.38e-4,3.38e-4
1992,14,female,6.8,63.93,99139.5,6.9e-5,6.9e-5
1992,14,male,19.8,58.38,98885.2,2e-4,2e-4
1992,15,female,14,62.93,99132.6,1.41e-4,1.41e-4
1992,15,male,39.7,57.39,98865.4,4.01e-4,4.01e-4
1992,16,female,29,61.94,99118.6,2.93e-4,2.92e-4
1992,16,male,46.4,56.42,98825.8,4.7e-4,4.69e-4
1992,17,female,34.6,60.96,99089.6,3.49e-4,3.49e-4
1992,17,male,86,55.44,98779.4,8.71e-4,8.7e-4
1992,18,female,34.3,59.98,99055.1,3.46e-4,3.46e-4
1992,18,male,99.1,54.49,98693.4,0.001005,0.001004
1992,19,female,28.3,59,99020.8,2.86e-4,2.86e-4
1992,19,male,95.5,53.54,98594.3,9.69e-4,9.68e-4
1992,20,female,34.1,58.02,98992.4,3.45e-4,3.45e-4
1992,20,male,90.4,52.6,98498.8,9.18e-4,9.17e-4
1992,21,female,27.3,57.04,98958.3,2.76e-4,2.76e-4
1992,21,male,114.7,51.64,98408.4,0.001167,0.001166
1992,22,female,32.5,56.05,98931,3.29e-4,3.29e-4
1992,22,male,108.9,50.7,98293.7,0.001108,0.001108
1992,23,female,36.9,55.07,98898.4,3.73e-4,3.73e-4
1992,23,male,113.6,49.76,98184.8,0.001158,0.001157
1992,24,female,50.6,54.09,98861.6,5.12e-4,5.12e-4
1992,24,male,156.2,48.82,98071.2,0.001594,0.001592
1992,25,female,48.3,53.12,98811,4.89e-4,4.89e-4
1992,25,male,148.7,47.89,97915.1,0.00152,0.001519
1992,26,female,51.1,52.14,98762.7,5.18e-4,5.17e-4
1992,26,male,147.1,46.96,97766.4,0.001505,0.001504
1992,27,female,58.4,51.17,98711.6,5.91e-4,5.91e-4
1992,27,male,134,46.03,97619.3,0.001374,0.001373
1992,28,female,42.1,50.2,98653.2,4.27e-4,4.27e-4
1992,28,male,109.5,45.1,97485.3,0.001124,0.001124
1992,29,female,54.7,49.22,98611.1,5.55e-4,5.55e-4
1992,29,male,138.2,44.15,97375.8,0.001421,0.00142
1992,30,female,36.4,48.25,98556.5,3.7e-4,3.7e-4
1992,30,male,128.6,43.21,97237.5,0.001323,0.001323
1992,31,female,60.5,47.27,98520,6.14e-4,6.14e-4
1992,31,male,129.6,42.27,97108.9,0.001336,0.001335
1992,32,female,54.7,46.3,98459.5,5.55e-4,5.55e-4
1992,32,male,104.2,41.32,96979.3,0.001075,0.001074
1992,33,female,80.9,45.32,98404.9,8.23e-4,8.22e-4
1992,33,male,102.2,40.37,96875.1,0.001055,0.001055
1992,34,female,61.9,44.36,98323.9,6.29e-4,6.29e-4
1992,34,male,106.1,39.41,96772.9,0.001097,0.001096
1992,35,female,87.6,43.39,98262.1,8.92e-4,8.92e-4
1992,35,male,122,38.45,96666.8,0.001263,0.001262
1992,36,female,62.9,42.42,98174.4,6.41e-4,6.41e-4
1992,36,male,165.7,37.5,96544.8,0.001718,0.001716
1992,37,female,84.9,41.45,98111.5,8.65e-4,8.65e-4
1992,37,male,162.6,36.56,96379.1,0.001689,0.001687
1992,38,female,125.5,40.49,98026.7,0.001281,0.001281
1992,38,male,159.4,35.62,96216.5,0.001658,0.001657
1992,39,female,136.5,39.54,97901.1,0.001395,0.001394
1992,39,male,150.3,34.68,96057.1,0.001566,0.001565
1992,40,female,119.3,38.59,97764.7,0.001221,0.00122
1992,40,male,237.8,33.74,95906.8,0.002483,0.00248
1992,41,female,139.6,37.64,97645.4,0.00143,0.001429
1992,41,male,288.4,32.82,95669,0.003019,0.003014
1992,42,female,112.4,36.69,97505.8,0.001153,0.001152
1992,42,male,235.7,31.92,95380.6,0.002474,0.002471
1992,43,female,171.2,35.73,97393.5,0.001759,0.001758
1992,43,male,251.6,30.99,95144.9,0.002648,0.002645
1992,44,female,200.9,34.8,97222.3,0.002069,0.002067
1992,44,male,276.8,30.07,94893.3,0.002922,0.002917
1992,45,female,218.3,33.87,97021.3,0.002252,0.00225
1992,45,male,296.4,29.16,94616.4,0.003137,0.003133
1992,46,female,266.1,32.94,96803.1,0.002753,0.002749
1992,46,male,368.6,28.25,94320.1,0.003916,0.003908
1992,47,female,246.1,32.03,96537,0.002553,0.00255
1992,47,male,360.4,27.36,93951.4,0.003843,0.003836
1992,48,female,294.9,31.11,96290.8,0.003067,0.003062
1992,48,male,457,26.46,93591,0.004895,0.004883
1992,49,female,324.6,30.21,95996,0.003387,0.003381
1992,49,male,538.2,25.59,93134,0.005795,0.005779
1992,50,female,341.1,29.31,95671.4,0.003572,0.003565
1992,50,male,587.2,24.74,92595.9,0.006361,0.006341
1992,51,female,421,28.41,95330.3,0.004426,0.004416
1992,51,male,609,23.89,92008.7,0.006641,0.006619
1992,52,female,467.1,27.53,94909.4,0.004934,0.004922
1992,52,male,663.7,23.05,91399.7,0.007288,0.007261
1992,53,female,414,26.67,94442.3,0.004394,0.004384
1992,53,male,800.1,22.21,90736,0.008857,0.008818
1992,54,female,520.7,25.78,94028.2,0.005553,0.005538
1992,54,male,787.5,21.4,89935.9,0.008795,0.008756
1992,55,female,517,24.92,93507.5,0.005544,0.005529
1992,55,male,844.6,20.59,89148.4,0.009519,0.009474
1992,56,female,646.3,24.06,92990.5,0.006975,0.006951
1992,56,male,958.2,19.78,88303.8,0.010911,0.010852
1992,57,female,718.5,23.22,92344.2,0.007811,0.00778
1992,57,male,1118.8,18.99,87345.6,0.012891,0.012809
1992,58,female,773.4,22.4,91625.7,0.008477,0.008441
1992,58,male,1181.7,18.23,86226.8,0.013799,0.013704
1992,59,female,807.7,21.59,90852.3,0.00893,0.00889
1992,59,male,1276.4,17.48,85045.1,0.015122,0.015008
1992,60,female,1031,20.78,90044.6,0.011516,0.01145
1992,60,male,1462.5,16.74,83768.7,0.017612,0.017458
1992,61,female,960.5,20.01,89013.6,0.010849,0.010791
1992,61,male,1534.1,16.03,82306.3,0.018815,0.018639
1992,62,female,1060.6,19.23,88053.1,0.012118,0.012045
1992,62,male,1733.2,15.32,80772.1,0.021691,0.021458
1992,63,female,1198.9,18.45,86992.5,0.013877,0.013781
1992,63,male,1889.7,14.65,79038.9,0.024197,0.023908
1992,64,female,1200.7,17.7,85793.6,0.014094,0.013995
1992,64,male,2078.2,13.99,77149.2,0.027305,0.026937
1992,65,female,1541.1,16.95,84592.9,0.018386,0.018218
1992,65,male,2190.9,13.37,75071.1,0.029616,0.029184
1992,66,female,1507.4,16.25,83051.8,0.018317,0.018151
1992,66,male,2299.5,12.75,72880.2,0.032057,0.031552
1992,67,female,1677.8,15.55,81544.3,0.020789,0.020575
1992,67,male,2667.8,12.15,70580.7,0.038526,0.037798
1992,68,female,1753.1,14.86,79866.5,0.022193,0.02195
1992,68,male,2664.8,11.61,67912.9,0.040024,0.039239
1992,69,female,1889.1,14.18,78113.5,0.02448,0.024184
1992,69,male,2765.7,11.06,65248,0.043305,0.042387
1992,70,female,2061.6,13.52,76224.4,0.027417,0.027047
1992,70,male,2804,10.53,62482.4,0.045906,0.044876
1992,71,female,2169.4,12.88,74162.8,0.029686,0.029252
1992,71,male,2867.5,10,59678.4,0.049232,0.048049
1992,72,female,2261.7,12.26,71993.4,0.031916,0.031415
1992,72,male,2990.6,9.48,56810.9,0.054065,0.052642
1992,73,female,2694.8,11.64,69731.7,0.039407,0.038646
1992,73,male,3230.2,8.98,53820.2,0.061876,0.060019
1992,74,female,2695.7,11.09,67036.9,0.041038,0.040212
1992,74,male,3184.5,8.52,50590,0.064994,0.062948
1992,75,female,2870.6,10.53,64341.2,0.045634,0.044616
1992,75,male,3334.3,8.06,47405.5,0.072899,0.070335
1992,76,female,2826.5,10,61470.6,0.047064,0.045982
1992,76,male,3348,7.63,44071.2,0.078967,0.075968
1992,77,female,2942.6,9.46,58644,0.051468,0.050177
1992,77,male,3187.9,7.22,40723.2,0.081472,0.078283
1992,78,female,2994.9,8.93,55701.5,0.055252,0.053766
1992,78,male,3392.7,6.79,37535.3,0.094664,0.090386
1992,79,female,3350.8,8.41,52706.6,0.065661,0.063574
1992,79,male,3359.8,6.42,34142.6,0.103497,0.098404
1992,80,female,3221.2,7.95,49355.8,0.067466,0.065265
1992,80,male,3344.9,6.06,30782.8,0.114904,0.108662
1992,81,female,3550.8,7.47,46134.7,0.080047,0.076966
1992,81,male,3026.3,5.74,27437.9,0.116734,0.110296
1992,82,female,3421.4,7.05,42583.8,0.083708,0.080346
1992,82,male,2989.2,5.39,24411.6,0.130435,0.122449
1992,83,female,3531,6.62,39162.4,0.09442,0.090164
1992,83,male,3028.1,5.07,21422.4,0.152101,0.141351
1992,84,female,3428.8,6.23,35631.4,0.101095,0.09623
1992,84,male,2556.2,4.83,18394.3,0.149344,0.138967
1992,85,female,3559.4,5.83,32202.6,0.116997,0.110531
1992,85,male,2519.1,4.53,15838.1,0.172794,0.159052
1992,86,female,3310,5.5,28643.2,0.122648,0.115561
1992,86,male,2171.5,4.29,13319,0.177511,0.16304
1992,87,female,3082.5,5.15,25333.2,0.12956,0.121678
1992,87,male,1988,4.02,11147.5,0.19579,0.178332
1992,88,female,2882.3,4.79,22250.7,0.138508,0.129537
1992,88,male,1716.8,3.79,9159.5,0.206811,0.18743
1992,89,female,2931.3,4.43,19368.4,0.163736,0.151346
1992,89,male,1498.7,3.55,7442.8,0.22391,0.201366
1992,90,female,2767.8,4.14,16437.1,0.183871,0.16839
1992,90,male,1351.3,3.32,5944,0.256499,0.227343
1992,91,female,2490.6,3.87,13669.2,0.200467,0.182204
1992,91,male,1119.5,3.15,4592.7,0.277584,0.243753
1992,92,female,2104.5,3.62,11178.6,0.207827,0.188264
1992,92,male,776.5,3,3473.2,0.251701,0.223565
1992,93,female,1964,3.35,9074.1,0.242699,0.216435
1992,93,male,680.5,2.72,2696.7,0.28877,0.252336
1992,94,female,1490.1,3.13,7110.2,0.234112,0.209579
1992,94,male,544.6,2.46,2016.2,0.312253,0.270085
1992,95,female,1425.8,2.83,5620,0.290566,0.253707
1992,95,male,420.5,2.19,1471.7,0.333333,0.285714
1992,96,female,1114.4,2.62,4194.2,0.306407,0.2657
1992,96,male,471.1,1.87,1051.2,0.577586,0.448161
1992,97,female,987.3,2.39,3079.8,0.381779,0.320583
1992,97,male,232,1.98,580.1,0.5,0.4
1992,98,female,597.8,2.29,2092.5,0.333333,0.285714
1992,98,male,137.2,1.97,348.1,0.490909,0.394161
1992,99,female,565.5,2,1494.6,0.466667,0.378378
1992,99,male,93.7,1.92,210.9,0.571429,0.444444
1992,100,female,353.4,1.92,929.1,0.469697,0.380368
1992,100,male,54.1,2.06,117.1,0.6,0.461538
1993,0,female,554.4,76.96,100000,0.005559,0.005544
1993,0,male,739.5,71.4,100000,0.007423,0.007395
1993,1,female,48.9,76.39,99445.6,4.91e-4,4.91e-4
1993,1,male,41.1,70.93,99260.5,4.14e-4,4.14e-4
1993,2,female,34.1,75.42,99396.8,3.43e-4,3.43e-4
1993,2,male,44.5,69.96,99219.4,4.49e-4,4.49e-4
1993,3,female,25.6,74.45,99362.7,2.58e-4,2.58e-4
1993,3,male,30.7,68.99,99174.9,3.1e-4,3.1e-4
1993,4,female,31.9,73.47,99337.1,3.22e-4,3.21e-4
1993,4,male,33.4,68.01,99144.2,3.37e-4,3.37e-4
1993,5,female,43.3,72.49,99305.1,4.36e-4,4.36e-4
1993,5,male,8.7,67.03,99110.8,8.8e-5,8.8e-5
1993,6,female,15.6,71.52,99261.8,1.57e-4,1.57e-4
1993,6,male,12,66.04,99102.1,1.21e-4,1.21e-4
1993,7,female,15.5,70.54,99246.2,1.56e-4,1.56e-4
1993,7,male,23.6,65.05,99090.1,2.38e-4,2.38e-4
1993,8,female,12.5,69.55,99230.7,1.26e-4,1.26e-4
1993,8,male,27.2,64.06,99066.5,2.75e-4,2.75e-4
1993,9,female,19.6,68.56,99218.2,1.97e-4,1.97e-4
1993,9,male,46.7,63.08,99039.3,4.71e-4,4.71e-4
1993,10,female,16,67.57,99198.6,1.62e-4,1.62e-4
1993,10,male,18.4,62.11,98992.6,1.86e-4,1.86e-4
1993,11,female,21.9,66.58,99182.6,2.21e-4,2.21e-4
1993,11,male,33.2,61.12,98974.2,3.35e-4,3.35e-4
1993,12,female,15.2,65.59,99160.7,1.54e-4,1.54e-4
1993,12,male,20.3,60.14,98941,2.05e-4,2.05e-4
1993,13,female,12.4,64.6,99145.4,1.25e-4,1.25e-4
