country,year,sex,e0,label,include,ch_e0
EST,1995,male,61.62,Estonia,1,0.7999999999999972
FIN,1995,male,72.81,Finland,1,0.010000000000005116
FRATNP,1995,male,73.84,France,1,0.20000000000000284
GRC,1995,male,74.93,Greece,1,-0.11999999999999034
HUN,1995,male,65.42,Hungary,1,0.4200000000000017
IRL,1995,male,72.76,Ireland,1,-0.28999999999999204
ISL,1995,male,75.94,Iceland,1,-1.1500000000000057
ISR,1995,male,75.6,Israel,1,-0.0800000000000125
ITA,1995,male,74.78,Italy,1,0.21999999999999886
JPN,1995,male,76.42,Japan,1,-0.1700000000000017
LTU,1995,male,63.24,Lithuania,1,0.730000000000004
LUX,1995,male,72.88,Luxembourg,1,-0.2400000000000091
LVA,1995,male,59.71,Latvia,1,0.990000000000002
NLD,1995,male,74.6,Netherlands,1,0.01999999999999602
NOR,1995,male,74.8,Norway,1,-0.09000000000000341
NZL_NP,1995,male,74.07,New Zealand,1,-0.07000000000000739
POL,1995,male,67.56,Poland,1,0.12999999999999545
PRT,1995,male,71.86,Portugal,1,-0.29000000000000625
RUS,1995,male,58.12,Russia,1,0.7399999999999949
SVK,1995,male,68.26,Slovakia,1,0.010000000000005116
SVN,1995,male,70.72,Slovenia,1,0.7099999999999937
SWE,1995,male,76.18,Sweden,1,0.10000000000000853
TWN,1995,male,71.92,Taiwan,1,-0.18999999999999773
UKR,1995,male,61.2,Ukraine,1,-1.1799999999999997
GBR_NP,1995,male,73.93,United Kingdom,1,-0.06999999999999318
USA,1995,male,72.59,USA,1,0.20000000000000284
AUS,1996,female,81.26,Australia,1,0.13000000000000966
AUT,1996,female,80.08,Austria,1,0.12999999999999545
BEL,1996,female,80.47,Belgium,1,0.28999999999999204
BGR,1996,female,74.59,Bulgaria,1,-0.28000000000000114
BLR,1996,female,74.29,Belarus,1,0.10000000000000853
CAN,1996,female,81.1,Canada,1,0.12999999999999545
CHE,1996,female,81.99,Switzerland,1,0.30999999999998806
CZE,1996,female,77.32,Czechia,1,0.6699999999999875
DEUTNP,1996,female,79.86,Germany,1,0.1700000000000017
DNK,1996,female,78.26,Denmark,1,0.4200000000000017
ESP,1996,female,82,Spain,1,0.1599999999999966
EST,1996,female,75.6,Estonia,1,1.25
FIN,1996,female,80.55,Finland,1,0.3400000000000034
FRATNP,1996,female,82.05,France,1,0.14999999999999147
GRC,1996,female,80.6,Greece,1,0.1699999999999875
HUN,1996,female,75,Hungary,1,0.28000000000000114
IRL,1996,female,78.7,Ireland,1,0.39000000000000057
ISL,1996,female,81.16,Iceland,1,1.0900000000000034
ISR,1996,female,80.14,Israel,1,0.5999999999999943
ITA,1996,female,81.54,Italy,1,0.21000000000000796
JPN,1996,female,83.5,Japan,1,0.7199999999999989
LTU,1996,female,75.79,Lithuania,1,0.8300000000000125
LUX,1996,female,79.59,Luxembourg,1,-0.3299999999999983
LVA,1996,female,74.41,Latvia,1,1.75
NLD,1996,female,80.32,Netherlands,1,-0.04000000000000625
NOR,1996,female,81.06,Norway,1,0.25
NZL_NP,1996,female,79.34,New Zealand,1,-0.12999999999999545
POL,1996,female,76.56,Poland,1,0.1700000000000017
PRT,1996,female,79.23,Portugal,1,0.010000000000005116
RUS,1996,female,72.4,Russia,1,0.8000000000000114
SVK,1996,female,76.79,Slovakia,1,0.5
SVN,1996,female,78.85,Slovenia,1,0.5300000000000011
SWE,1996,female,81.52,Sweden,1,0.0799999999999983
TWN,1996,female,77.82,Taiwan,1,0.1799999999999926
UKR,1996,female,72.77,Ukraine,1,0.269999999999996
GBR_NP,1996,female,79.41,United Kingdom,1,0.21999999999999886
USA,1996,female,79.22,USA,1,0.12999999999999545
AUS,1996,male,75.45,Australia,1,0.060000000000002274
AUT,1996,male,73.66,Austria,1,0.36999999999999034
BEL,1996,male,73.83,Belgium,1,0.39000000000000057
BGR,1996,male,67.35,Bulgaria,1,-0.010000000000005116
BLR,1996,male,63.04,Belarus,1,0.240000000000002
CAN,1996,male,75.38,Canada,1,0.36999999999999034
CHE,1996,male,75.94,Switzerland,1,0.6499999999999915
CZE,1996,male,70.31,Czechia,1,0.6500000000000057
DEUTNP,1996,male,73.42,Germany,1,0.29999999999999716
DNK,1996,male,73.05,Denmark,1,0.3199999999999932
ESP,1996,male,74.69,Spain,1,0.12999999999999545
EST,1996,male,64.43,Estonia,1,2.8100000000000094
FIN,1996,male,73.03,Finland,1,0.21999999999999886
FRATNP,1996,male,74.06,France,1,0.21999999999999886
GRC,1996,male,75.05,Greece,1,0.11999999999999034
HUN,1996,male,66.3,Hungary,1,0.8799999999999955
IRL,1996,male,73.06,Ireland,1,0.29999999999999716
ISL,1996,male,76.5,Iceland,1,0.5600000000000023
ISR,1996,male,76.2,Israel,1,0.6000000000000085
ITA,1996,male,75.19,Italy,1,0.4099999999999966
JPN,1996,male,77.04,Japan,1,0.6200000000000045
LTU,1996,male,64.61,Lithuania,1,1.3699999999999974
LUX,1996,male,73.16,Luxembourg,1,0.28000000000000114
LVA,1996,male,62.73,Latvia,1,3.019999999999996
NLD,1996,male,74.65,Netherlands,1,0.05000000000001137
NOR,1996,male,75.37,Norway,1,0.5700000000000074
NZL_NP,1996,male,74.23,New Zealand,1,0.1600000000000108
POL,1996,male,68,Poland,1,0.4399999999999977
PRT,1996,male,71.73,Portugal,1,-0.12999999999999545
RUS,1996,male,59.6,Russia,1,1.480000000000004
SVK,1996,male,68.71,Slovakia,1,0.44999999999998863
SVN,1996,male,71.07,Slovenia,1,0.3499999999999943
SWE,1996,male,76.52,Sweden,1,0.3399999999999892
TWN,1996,male,72.09,Taiwan,1,0.1700000000000017
UKR,1996,male,61.51,Ukraine,1,0.30999999999999517
GBR_NP,1996,male,74.22,United Kingdom,1,0.28999999999999204
USA,1996,male,73.07,USA,1,0.47999999999998977
AUS,1997,female,81.38,Australia,1,0.11999999999999034
AUT,1997,female,80.54,Austria,1,0.46000000000000796
BEL,1997,female,80.55,Belgium,1,0.0799999999999983
BGR,1997,female,73.91,Bulgaria,1,-0.6800000000000068
BLR,1997,female,74.19,Belarus,1,-0.10000000000000853
CAN,1997,female,81.2,Canada,1,0.10000000000000853
CHE,1997,female,82.03,Switzerland,1,0.04000000000000625
CZE,1997,female,77.43,Czechia,1,0.11000000000001364
DEUTNP,1997,female,80.27,Germany,1,0.4099999999999966
DNK,1997,female,78.47,Denmark,1,0.20999999999999375
ESP,1997,female,82.35,Spain,1,0.3499999999999943
EST,1997,female,75.93,Estonia,1,0.3300000000000125
FIN,1997,female,80.51,Finland,1,-0.03999999999999204
FRATNP,1997,female,82.31,France,1,0.2600000000000051
GRC,1997,female,80.93,Greece,1,0.3300000000000125
HUN,1997,female,75.45,Hungary,1,0.45000000000000284
IRL,1997,female,78.67,Ireland,1,-0.030000000000001137
ISL,1997,female,81.51,Iceland,1,0.3500000000000085
ISR,1997,female,80.18,Israel,1,0.04000000000000625
ITA,1997,female,81.78,Italy,1,0.23999999999999488
JPN,1997,female,83.74,Japan,1,0.23999999999999488
LTU,1997,female,76.55,Lithuania,1,0.7599999999999909
LUX,1997,female,79.41,Luxembourg,1,-0.18000000000000682
LVA,1997,female,74.68,Latvia,1,0.27000000000001023
NLD,1997,female,80.53,Netherlands,1,0.21000000000000796
NOR,1997,female,80.97,Norway,1,-0.09000000000000341
NZL_NP,1997,female,80.06,New Zealand,1,0.7199999999999989
POL,1997,female,76.95,Poland,1,0.39000000000000057
PRT,1997,female,79.52,Portugal,1,0.28999999999999204
RUS,1997,female,72.84,Russia,1,0.4399999999999977
SVK,1997,female,76.67,Slovakia,1,-0.12000000000000455
SVN,1997,female,78.99,Slovenia,1,0.14000000000000057
SWE,1997,female,81.8,Sweden,1,0.28000000000000114
TWN,1997,female,78.35,Taiwan,1,0.5300000000000011
UKR,1997,female,73.17,Ukraine,1,0.4000000000000057
GBR_NP,1997,female,79.59,United Kingdom,1,0.18000000000000682
USA,1997,female,79.38,USA,1,0.1599999999999966
AUS,1997,male,75.87,Australia,1,0.4200000000000017
AUT,1997,male,74.02,Austria,1,0.35999999999999943
BEL,1997,male,74.16,Belgium,1,0.3299999999999983
BGR,1997,male,66.96,Bulgaria,1,-0.39000000000000057
BLR,1997,male,62.81,Belarus,1,-0.22999999999999687
CAN,1997,male,75.66,Canada,1,0.28000000000000114
CHE,1997,male,76.24,Switzerland,1,0.29999999999999716
CZE,1997,male,70.42,Czechia,1,0.10999999999999943
DEUTNP,1997,male,73.88,Germany,1,0.45999999999999375
DNK,1997,male,73.56,Denmark,1,0.5100000000000051
ESP,1997,male,75.33,Spain,1,0.6400000000000006
EST,1997,male,64.54,Estonia,1,0.10999999999999943
FIN,1997,male,73.43,Finland,1,0.4000000000000057
FRATNP,1997,male,74.51,France,1,0.45000000000000284
GRC,1997,male,75.42,Greece,1,0.37000000000000455
HUN,1997,male,66.64,Hungary,1,0.3400000000000034
IRL,1997,male,73.36,Ireland,1,0.29999999999999716
ISL,1997,male,76.32,Iceland,1,-0.18000000000000682
ISR,1997,male,76.02,Israel,1,-0.18000000000000682
ITA,1997,male,75.54,Italy,1,0.3500000000000085
JPN,1997,male,77.25,Japan,1,0.20999999999999375
LTU,1997,male,65.45,Lithuania,1,0.8400000000000034
LUX,1997,male,73.95,Luxembourg,1,0.7900000000000063
LVA,1997,male,63.62,Latvia,1,0.8900000000000006
NLD,1997,male,75.16,Netherlands,1,0.5099999999999909
NOR,1997,male,75.46,Norway,1,0.0899999999999892
NZL_NP,1997,male,74.61,New Zealand,1,0.37999999999999545
POL,1997,male,68.3,Poland,1,0.29999999999999716
PRT,1997,male,72.29,Portugal,1,0.5600000000000023
RUS,1997,male,60.84,Russia,1,1.240000000000002
SVK,1997,male,68.72,Slovakia,1,0.010000000000005116
SVN,1997,male,71.07,Slovenia,1,0
SWE,1997,male,76.7,Sweden,1,0.18000000000000682
TWN,1997,male,72.61,Taiwan,1,0.519999999999996
UKR,1997,male,62.22,Ukraine,1,0.7100000000000009
GBR_NP,1997,male,74.57,United Kingdom,1,0.3499999999999943
USA,1997,male,73.54,USA,1,0.4700000000000131
AUS,1998,female,81.86,Australia,1,0.480000000000004
AUT,1998,female,80.82,Austria,1,0.2799999999999869
BEL,1998,female,80.56,Belgium,1,0.010000000000005116
BGR,1998,female,74.69,Bulgaria,1,0.7800000000000011
BLR,1998,female,74.29,Belarus,1,0.10000000000000853
CAN,1998,female,81.36,Canada,1,0.1599999999999966
CHE,1998,female,82.47,Switzerland,1,0.4399999999999977
CZE,1998,female,77.99,Czechia,1,0.5599999999999881
DEUTNP,1998,female,80.54,Germany,1,0.27000000000001023
DNK,1998,female,78.88,Denmark,1,0.4099999999999966
ESP,1998,female,82.42,Spain,1,0.07000000000000739
EST,1998,female,75.44,Estonia,1,-0.4900000000000091
FIN,1998,female,80.84,Finland,1,0.3299999999999983
FRATNP,1998,female,82.41,France,1,0.09999999999999432
GRC,1998,female,80.81,Greece,1,-0.12000000000000455
HUN,1998,female,75.53,Hungary,1,0.0799999999999983
IRL,1998,female,79.08,Ireland,1,0.4099999999999966
ISL,1998,female,81.53,Iceland,1,0.01999999999999602
ISR,1998,female,80.48,Israel,1,0.29999999999999716
ITA,1998,female,81.82,Italy,1,0.03999999999999204
JPN,1998,female,83.93,Japan,1,0.19000000000001194
LTU,1998,female,76.57,Lithuania,1,0.01999999999999602
LUX,1998,female,80.14,Luxembourg,1,0.730000000000004
LVA,1998,female,74.45,Latvia,1,-0.23000000000000398
NLD,1998,female,80.67,Netherlands,1,0.14000000000000057
NOR,1998,female,81.26,Norway,1,0.29000000000000625
NZL_NP,1998,female,80.79,New Zealand,1,0.730000000000004
POL,1998,female,77.29,Poland,1,0.3400000000000034
PRT,1998,female,79.74,Portugal,1,0.21999999999999886
RUS,1998,female,73.12,Russia,1,0.28000000000000114
SVK,1998,female,76.74,Slovakia,1,0.06999999999999318
SVN,1998,female,79.05,Slovenia,1,0.060000000000002274
SWE,1998,female,81.91,Sweden,1,0.10999999999999943
TWN,1998,female,78.61,Taiwan,1,0.2600000000000051
UKR,1998,female,73.83,Ukraine,1,0.6599999999999966
GBR_NP,1998,female,79.72,United Kingdom,1,0.12999999999999545
USA,1998,female,79.43,USA,1,0.05000000000001137
AUS,1998,male,76.18,Australia,1,0.3100000000000023
AUT,1998,male,74.44,Austria,1,0.4200000000000017
BEL,1998,male,74.3,Belgium,1,0.14000000000000057
BGR,1998,male,67.33,Bulgaria,1,0.37000000000000455
BLR,1998,male,62.57,Belarus,1,-0.240000000000002
CAN,1998,male,75.91,Canada,1,0.25
CHE,1998,male,76.31,Switzerland,1,0.07000000000000739
CZE,1998,male,71.05,Czechia,1,0.6299999999999955
DEUTNP,1998,male,74.32,Germany,1,0.4399999999999977
DNK,1998,male,73.94,Denmark,1,0.37999999999999545
ESP,1998,male,75.45,Spain,1,0.12000000000000455
EST,1998,male,64.28,Estonia,1,-0.2600000000000051
FIN,1998,male,73.52,Finland,1,0.0899999999999892
FRATNP,1998,male,74.72,France,1,0.20999999999999375
GRC,1998,male,75.51,Greece,1,0.09000000000000341
HUN,1998,male,66.43,Hungary,1,-0.20999999999999375
IRL,1998,male,73.4,Ireland,1,0.04000000000000625
ISL,1998,male,77.68,Iceland,1,1.3600000000000136
ISR,1998,male,76.11,Israel,1,0.09000000000000341
ITA,1998,male,75.64,Italy,1,0.09999999999999432
JPN,1998,male,77.22,Japan,1,-0.030000000000001137
LTU,1998,male,65.97,Lithuania,1,0.519999999999996
LUX,1998,male,73.66,Luxembourg,1,-0.29000000000000625
LVA,1998,male,63.2,Latvia,1,-0.4199999999999946
NLD,1998,male,75.18,Netherlands,1,0.020000000000010232
NOR,1998,male,75.53,Norway,1,0.07000000000000739
NZL_NP,1998,male,75.47,New Zealand,1,0.8599999999999994
POL,1998,male,68.66,Poland,1,0.35999999999999943
PRT,1998,male,72.47,Portugal,1,0.1799999999999926
RUS,1998,male,61.19,Russia,1,0.3499999999999943
SVK,1998,male,68.46,Slovakia,1,-0.2600000000000051
SVN,1998,male,71.22,Slovenia,1,0.15000000000000568
SWE,1998,male,76.87,Sweden,1,0.1700000000000017
TWN,1998,male,72.77,Taiwan,1,0.1599999999999966
UKR,1998,male,63.16,Ukraine,1,0.9399999999999977
GBR_NP,1998,male,74.72,United Kingdom,1,0.15000000000000568
USA,1998,male,73.81,USA,1,0.269999999999996
AUS,1999,female,82.05,Australia,1,0.18999999999999773
AUT,1999,female,80.83,Austria,1,0.010000000000005116
BEL,1999,female,80.87,Belgium,1,0.3100000000000023
BGR,1999,female,75.1,Bulgaria,1,0.4099999999999966
BLR,1999,female,73.92,Belarus,1,-0.37000000000000455
CAN,1999,female,81.57,Canada,1,0.20999999999999375
CHE,1999,female,82.48,Switzerland,1,0.010000000000005116
CZE,1999,female,78.08,Czechia,1,0.09000000000000341
DEUTNP,1999,female,80.75,Germany,1,0.20999999999999375
DNK,1999,female,78.89,Denmark,1,0.010000000000005116
ESP,1999,female,82.44,Spain,1,0.01999999999999602
EST,1999,female,76.12,Estonia,1,0.6800000000000068
FIN,1999,female,81.03,Finland,1,0.18999999999999773
FRATNP,1999,female,82.51,France,1,0.10000000000000853
GRC,1999,female,81.02,Greece,1,0.20999999999999375
HUN,1999,female,75.5,Hungary,1,-0.030000000000001137
IRL,1999,female,78.85,Ireland,1,-0.23000000000000398
ISL,1999,female,81.37,Iceland,1,-0.1599999999999966
ISR,1999,female,80.58,Israel,1,0.09999999999999432
ITA,1999,female,82.2,Italy,1,0.38000000000000966
JPN,1999,female,83.92,Japan,1,-0.010000000000005116
LTU,1999,female,76.94,Lithuania,1,0.37000000000000455
LUX,1999,female,80.74,Luxembourg,1,0.5999999999999943
LVA,1999,female,74.96,Latvia,1,0.5099999999999909
NLD,1999,female,80.44,Netherlands,1,-0.23000000000000398
NOR,1999,female,81.12,Norway,1,-0.14000000000000057
NZL_NP,1999,female,80.37,New Zealand,1,-0.4200000000000017
POL,1999,female,77.43,Poland,1,0.14000000000000057
PRT,1999,female,79.88,Portugal,1,0.14000000000000057
RUS,1999,female,72.42,Russia,1,-0.7000000000000028
SVK,1999,female,77.1,Slovakia,1,0.35999999999999943
SVN,1999,female,79.27,Slovenia,1,0.21999999999999886
SWE,1999,female,81.89,Sweden,1,-0.01999999999999602
TWN,1999,female,78.62,Taiwan,1,0.010000000000005116
UKR,1999,female,73.61,Ukraine,1,-0.21999999999999886
GBR_NP,1999,female,79.76,United Kingdom,1,0.04000000000000625
USA,1999,female,79.35,USA,1,-0.0800000000000125
AUS,1999,male,76.5,Australia,1,0.3199999999999932
AUT,1999,male,74.78,Austria,1,0.3400000000000034
BEL,1999,male,74.37,Belgium,1,0.07000000000000739
BGR,1999,male,68.2,Bulgaria,1,0.8700000000000045
BLR,1999,male,62.19,Belarus,1,-0.38000000000000256
CAN,1999,male,76.12,Canada,1,0.21000000000000796
CHE,1999,male,76.78,Switzerland,1,0.46999999999999886
CZE,1999,male,71.33,Czechia,1,0.28000000000000114
DEUTNP,1999,male,74.58,Germany,1,0.2600000000000051
DNK,1999,male,74.21,Denmark,1,0.269999999999996
ESP,1999,male,75.46,Spain,1,0.009999999999990905
EST,1999,male,65.17,Estonia,1,0.8900000000000006
FIN,1999,male,73.74,Finland,1,0.21999999999999886
FRATNP,1999,male,74.94,France,1,0.21999999999999886
GRC,1999,male,75.56,Greece,1,0.04999999999999716
HUN,1999,male,66.67,Hungary,1,0.23999999999999488
IRL,1999,male,73.43,Ireland,1,0.030000000000001137
ISL,1999,male,77.44,Iceland,1,-0.2400000000000091
ISR,1999,male,76.59,Israel,1,0.480000000000004
ITA,1999,male,76.06,Italy,1,0.4200000000000017
JPN,1999,male,77.18,Japan,1,-0.03999999999999204
LTU,1999,male,66.33,Lithuania,1,0.35999999999999943
LUX,1999,male,74.29,Luxembourg,1,0.6300000000000097
LVA,1999,male,64.19,Latvia,1,0.9899999999999949
NLD,1999,male,75.33,Netherlands,1,0.14999999999999147
NOR,1999,male,75.61,Norway,1,0.0799999999999983
NZL_NP,1999,male,75.39,New Zealand,1,-0.0799999999999983
POL,1999,male,68.63,Poland,1,-0.030000000000001137
PRT,1999,male,72.73,Portugal,1,0.2600000000000051
RUS,1999,male,59.87,Russia,1,-1.3200000000000003
SVK,1999,male,68.85,Slovakia,1,0.39000000000000057
SVN,1999,male,71.73,Slovenia,1,0.5100000000000051
SWE,1999,male,77.07,Sweden,1,0.19999999999998863
TWN,1999,male,72.93,Taiwan,1,0.1600000000000108
UKR,1999,male,62.61,Ukraine,1,-0.5499999999999972
GBR_NP,1999,male,74.87,United Kingdom,1,0.15000000000000568
USA,1999,male,73.92,USA,1,0.10999999999999943
AUS,2000,female,82.27,Australia,1,0.21999999999999886
AUT,2000,female,81.09,Austria,1,0.2600000000000051
BEL,2000,female,80.9,Belgium,1,0.030000000000001137
BGR,2000,female,75.01,Bulgaria,1,-0.0899999999999892
BLR,2000,female,74.67,Belarus,1,0.75
CAN,2000,female,81.78,Canada,1,0.21000000000000796
CHE,2000,female,82.56,Switzerland,1,0.0799999999999983
CZE,2000,female,78.33,Czechia,1,0.25
DEUTNP,2000,female,80.99,Germany,1,0.23999999999999488
DNK,2000,female,79.12,Denmark,1,0.23000000000000398
ESP,2000,female,82.85,Spain,1,0.4099999999999966
EST,2000,female,76.33,Estonia,1,0.20999999999999375
FIN,2000,female,81.02,Finland,1,-0.010000000000005116
FRATNP,2000,female,82.8,France,1,0.28999999999999204
GRC,2000,female,81.28,Greece,1,0.2600000000000051
HUN,2000,female,76.03,Hungary,1,0.5300000000000011
IRL,2000,female,79.19,Ireland,1,0.3400000000000034
ISL,2000,female,81.53,Iceland,1,0.1599999999999966
ISR,2000,female,80.92,Israel,1,0.3400000000000034
ITA,2000,female,82.5,Italy,1,0.29999999999999716
JPN,2000,female,84.53,Japan,1,0.6099999999999994
LTU,2000,female,77.37,Lithuania,1,0.4300000000000068
LUX,2000,female,80.82,Luxembourg,1,0.0799999999999983
LVA,2000,female,75.7,Latvia,1,0.7400000000000091
NLD,2000,female,80.57,Netherlands,1,0.12999999999999545
NOR,2000,female,81.37,Norway,1,0.25
NZL_NP,2000,female,81.21,New Zealand,1,0.8399999999999892
POL,2000,female,77.94,Poland,1,0.5099999999999909
PRT,2000,female,80.34,Portugal,1,0.46000000000000796
RUS,2000,female,72.23,Russia,1,-0.18999999999999773
SVK,2000,female,77.3,Slovakia,1,0.20000000000000284
SVN,2000,female,79.75,Slovenia,1,0.480000000000004
SWE,2000,female,82.02,Sweden,1,0.12999999999999545
TWN,2000,female,79.25,Taiwan,1,0.6299999999999955
UKR,2000,female,73.52,Ukraine,1,-0.09000000000000341
GBR_NP,2000,female,80.2,United Kingdom,1,0.4399999999999977
USA,2000,female,79.44,USA,1,0.09000000000000341
AUS,2000,male,76.95,Australia,1,0.45000000000000284
AUT,2000,male,75.1,Austria,1,0.3199999999999932
BEL,2000,male,74.57,Belgium,1,0.19999999999998863
BGR,2000,male,68.3,Bulgaria,1,0.09999999999999432
BLR,2000,male,63.31,Belarus,1,1.1200000000000045
CAN,2000,male,76.59,Canada,1,0.46999999999999886
CHE,2000,male,76.92,Switzerland,1,0.14000000000000057
CZE,2000,male,71.55,Czechia,1,0.21999999999999886
DEUTNP,2000,male,74.86,Germany,1,0.28000000000000114
DNK,2000,male,74.44,Denmark,1,0.23000000000000398
ESP,2000,male,75.97,Spain,1,0.5100000000000051
EST,2000,male,65.6,Estonia,1,0.4299999999999926
FIN,2000,male,74.16,Finland,1,0.4200000000000017
FRATNP,2000,male,75.24,France,1,0.29999999999999716
GRC,2000,male,75.66,Greece,1,0.09999999999999432
HUN,2000,male,67.49,Hungary,1,0.8199999999999932
IRL,2000,male,73.94,Ireland,1,0.5099999999999909
ISL,2000,male,77.84,Iceland,1,0.4000000000000057
ISR,2000,male,76.64,Israel,1,0.04999999999999716
ITA,2000,male,76.54,Italy,1,0.480000000000004
JPN,2000,male,77.7,Japan,1,0.519999999999996
LTU,2000,male,66.74,Lithuania,1,0.4099999999999966
LUX,2000,male,74.5,Luxembourg,1,0.20999999999999375
LVA,2000,male,64.53,Latvia,1,0.3400000000000034
NLD,2000,male,75.53,Netherlands,1,0.20000000000000284
NOR,2000,male,75.96,Norway,1,0.3499999999999943
NZL_NP,2000,male,76.05,New Zealand,1,0.6599999999999966
POL,2000,male,69.53,Poland,1,0.9000000000000057
PRT,2000,male,73.26,Portugal,1,0.5300000000000011
RUS,2000,male,58.98,Russia,1,-0.8900000000000006
SVK,2000,male,69,Slovakia,1,0.15000000000000568
SVN,2000,male,72.17,Slovenia,1,0.4399999999999977
SWE,2000,male,77.38,Sweden,1,0.3100000000000023
TWN,2000,male,73.43,Taiwan,1,0.5
UKR,2000,male,62.08,Ukraine,1,-0.5300000000000011
GBR_NP,2000,male,75.38,United Kingdom,1,0.5099999999999909
USA,2000,male,74.12,USA,1,0.20000000000000284
AUS,2001,female,82.62,Australia,1,0.3500000000000085
AUT,2001,female,81.56,Austria,1,0.46999999999999886
BEL,2001,female,81.16,Belgium,1,0.2599999999999909
BGR,2001,female,75.4,Bulgaria,1,0.39000000000000057
BLR,2001,female,74.5,Belarus,1,-0.1700000000000017
CAN,2001,female,81.95,Canada,1,0.1700000000000017
CHE,2001,female,82.96,Switzerland,1,0.3999999999999915
CZE,2001,female,78.51,Czechia,1,0.18000000000000682
DEUTNP,2001,female,81.27,Germany,1,0.28000000000000114
DNK,2001,female,79.21,Denmark,1,0.0899999999999892
ESP,2001,female,83.17,Spain,1,0.3200000000000074
EST,2001,female,76.52,Estonia,1,0.18999999999999773
FIN,2001,female,81.54,Finland,1,0.5200000000000102
FRATNP,2001,female,82.94,France,1,0.14000000000000057
GRC,2001,female,81.71,Greece,1,0.4299999999999926
HUN,2001,female,76.56,Hungary,1,0.5300000000000011
IRL,2001,female,79.77,Ireland,1,0.5799999999999983
ISL,2001,female,82.9,Iceland,1,1.3700000000000045
ISR,2001,female,81.37,Israel,1,0.45000000000000284
ITA,2001,female,82.79,Italy,1,0.29000000000000625
JPN,2001,female,84.86,Japan,1,0.3299999999999983
LTU,2001,female,77.48,Lithuania,1,0.10999999999999943
LUX,2001,female,80.47,Luxembourg,1,-0.3499999999999943
LVA,2001,female,75.46,Latvia,1,-0.2400000000000091
NLD,2001,female,80.71,Netherlands,1,0.14000000000000057
NOR,2001,female,81.52,Norway,1,0.14999999999999147
NZL_NP,2001,female,80.99,New Zealand,1,-0.21999999999999886
POL,2001,female,78.36,Poland,1,0.4200000000000017
PRT,2001,female,80.66,Portugal,1,0.3199999999999932
RUS,2001,female,72.16,Russia,1,-0.07000000000000739
SVK,2001,female,77.66,Slovakia,1,0.35999999999999943
SVN,2001,female,80.27,Slovenia,1,0.519999999999996
SWE,2001,female,82.05,Sweden,1,0.030000000000001137
TWN,2001,female,79.61,Taiwan,1,0.35999999999999943
UKR,2001,female,73.64,Ukraine,1,0.12000000000000455
GBR_NP,2001,female,80.43,United Kingdom,1,0.23000000000000398
USA,2001,female,79.53,USA,1,0.09000000000000341
AUS,2001,male,77.39,Australia,1,0.4399999999999977
AUT,2001,male,75.59,Austria,1,0.4900000000000091
BEL,2001,male,74.92,Belgium,1,0.3500000000000085
BGR,2001,male,68.53,Bulgaria,1,0.23000000000000398
BLR,2001,male,62.73,Belarus,1,-0.5800000000000054
CAN,2001,male,76.85,Canada,1,0.2599999999999909
CHE,2001,male,77.35,Switzerland,1,0.4299999999999926
CZE,2001,male,72.02,Czechia,1,0.46999999999999886
DEUTNP,2001,male,75.28,Germany,1,0.4200000000000017
DNK,2001,male,74.67,Denmark,1,0.23000000000000398
ESP,2001,male,76.3,Spain,1,0.3299999999999983
EST,2001,male,65.16,Estonia,1,-0.4399999999999977
FIN,2001,male,74.58,Finland,1,0.4200000000000017
FRATNP,2001,male,75.43,France,1,0.19000000000001194
GRC,2001,male,76.13,Greece,1,0.46999999999999886
HUN,2001,male,68.19,Hungary,1,0.7000000000000028
IRL,2001,male,74.49,Ireland,1,0.5499999999999972
ISL,2001,male,78.27,Iceland,1,0.4299999999999926
ISR,2001,male,77.04,Israel,1,0.4000000000000057
ITA,2001,male,76.8,Italy,1,0.2599999999999909
JPN,2001,male,78.03,Japan,1,0.3299999999999983
LTU,2001,male,65.9,Lithuania,1,-0.8399999999999892
LUX,2001,male,75.05,Luxembourg,1,0.5499999999999972
LVA,2001,male,64.26,Latvia,1,-0.269999999999996
NLD,2001,male,75.81,Netherlands,1,0.28000000000000114
NOR,2001,male,76.21,Norway,1,0.25
NZL_NP,2001,male,76.26,New Zealand,1,0.21000000000000796
POL,2001,male,70.06,Poland,1,0.5300000000000011
PRT,2001,male,73.58,Portugal,1,0.3199999999999932
RUS,2001,male,58.89,Russia,1,-0.0899999999999963
SVK,2001,male,69.47,Slovakia,1,0.46999999999999886
SVN,2001,male,72.24,Slovenia,1,0.06999999999999318
SWE,2001,male,77.54,Sweden,1,0.1600000000000108
TWN,2001,male,73.72,Taiwan,1,0.28999999999999204
UKR,2001,male,62.24,Ukraine,1,0.1600000000000037
GBR_NP,2001,male,75.7,United Kingdom,1,0.3200000000000074
USA,2001,male,74.27,USA,1,0.14999999999999147
AUS,2002,female,82.54,Australia,1,-0.0799999999999983
AUT,2002,female,81.66,Austria,1,0.09999999999999432
BEL,2002,female,81.18,Belgium,1,0.020000000000010232
BGR,2002,female,75.58,Bulgaria,1,0.1799999999999926
BLR,2002,female,74.13,Belarus,1,-0.37000000000000455
CAN,2002,female,81.95,Canada,1,0
CHE,2002,female,82.95,Switzerland,1,-0.009999999999990905
CZE,2002,female,78.71,Czechia,1,0.19999999999998863
DEUTNP,2002,female,81.28,Germany,1,0.010000000000005116
DNK,2002,female,79.34,Denmark,1,0.13000000000000966
