country,year,sex,e0,label,include,ch_e0
DNK,2008,male,76.48,Denmark,1,0.3500000000000085
ESP,2008,male,78.21,Spain,1,0.4299999999999926
EST,2008,male,68.89,Estonia,1,1.4300000000000068
FIN,2008,male,76.32,Finland,1,0.44999999999998863
FRATNP,2008,male,77.59,France,1,0.20000000000000284
GRC,2008,male,77.48,Greece,1,0.5400000000000063
HUN,2008,male,69.84,Hungary,1,0.5700000000000074
IRL,2008,male,77.47,Ireland,1,0.23000000000000398
ISL,2008,male,79.76,Iceland,1,0.3299999999999983
ISR,2008,male,79.02,Israel,1,0.3199999999999932
ITA,2008,male,78.98,Italy,1,0.21000000000000796
JPN,2008,male,79.23,Japan,1,0.10000000000000853
LTU,2008,male,65.92,Lithuania,1,1.4099999999999966
LUX,2008,male,78.12,Luxembourg,1,1.3900000000000006
LVA,2008,male,66.45,Latvia,1,1.1500000000000057
NLD,2008,male,78.32,Netherlands,1,0.30999999999998806
NOR,2008,male,78.32,Norway,1,0.0799999999999983
NZL_NP,2008,male,78.24,New Zealand,1,0.19999999999998863
POL,2008,male,71.33,Poland,1,0.28999999999999204
PRT,2008,male,76.21,Portugal,1,0.3299999999999983
RUS,2008,male,61.89,Russia,1,0.46999999999999886
SVK,2008,male,70.84,Slovakia,1,0.2400000000000091
SVN,2008,male,75.42,Slovenia,1,0.8100000000000023
SWE,2008,male,79.09,Sweden,1,0.1599999999999966
TWN,2008,male,75.36,Taiwan,1,0.18999999999999773
UKR,2008,male,62.24,Ukraine,1,0.480000000000004
GBR_NP,2008,male,77.55,United Kingdom,1,0.18999999999999773
USA,2008,male,75.71,USA,1,0.14999999999999147
AUS,2009,female,84.04,Australia,1,0.3100000000000023
AUT,2009,female,82.85,Austria,1,-0.10000000000000853
BEL,2009,female,82.44,Belgium,1,0.12999999999999545
BGR,2009,female,77.33,Bulgaria,1,0.3499999999999943
BLR,2009,female,76.37,Belarus,1,-0.04999999999999716
CAN,2009,female,83.26,Canada,1,0.29000000000000625
CHE,2009,female,84.19,Switzerland,1,0.009999999999990905
CZE,2009,female,80.3,Czechia,1,-0.010000000000005116
DEUTNP,2009,female,82.48,Germany,1,0.09000000000000341
DNK,2009,female,81.04,Denmark,1,0.12000000000000455
ESP,2009,female,84.65,Spain,1,0.30000000000001137
EST,2009,female,80.04,Estonia,1,0.6200000000000045
FIN,2009,female,83.11,Finland,1,0.09999999999999432
FRATNP,2009,female,84.41,France,1,0.09000000000000341
GRC,2009,female,83.18,Greece,1,0.22000000000001307
HUN,2009,female,78.13,Hungary,1,0.14000000000000057
IRL,2009,female,82.4,Ireland,1,0.35999999999999943
ISL,2009,female,83.6,Iceland,1,0.519999999999996
ISR,2009,female,83.3,Israel,1,0.4099999999999966
ITA,2009,female,84.19,Italy,1,0.03999999999999204
JPN,2009,female,86.36,Japan,1,0.37999999999999545
LTU,2009,female,78.54,Lithuania,1,1.0100000000000051
LUX,2009,female,82.94,Luxembourg,1,0.1700000000000017
LVA,2009,female,77.59,Latvia,1,0.20000000000000284
NLD,2009,female,82.65,Netherlands,1,0.37000000000000455
NOR,2009,female,83.06,Norway,1,0.10000000000000853
NZL_NP,2009,female,82.52,New Zealand,1,0.2599999999999909
POL,2009,female,79.96,Poland,1,0.0899999999999892
PRT,2009,female,82.76,Portugal,1,0.13000000000000966
RUS,2009,female,74.78,Russia,1,0.5300000000000011
SVK,2009,female,78.96,Slovakia,1,0.0899999999999892
SVN,2009,female,82.28,Slovenia,1,0.04000000000000625
SWE,2009,female,83.33,Sweden,1,0.20999999999999375
TWN,2009,female,81.97,Taiwan,1,0.37000000000000455
UKR,2009,female,74.85,Ukraine,1,0.9499999999999886
GBR_NP,2009,female,82.2,United Kingdom,1,0.519999999999996
USA,2009,female,81,USA,1,0.3299999999999983
AUS,2009,male,79.49,Australia,1,0.30999999999998806
AUT,2009,male,77.4,Austria,1,-0.1799999999999926
BEL,2009,male,77.16,Belgium,1,0.39000000000000057
BGR,2009,male,70.17,Bulgaria,1,0.3299999999999983
BLR,2009,male,64.67,Belarus,1,0.10999999999999943
CAN,2009,male,78.82,Canada,1,0.38999999999998636
CHE,2009,male,79.63,Switzerland,1,0.060000000000002274
CZE,2009,male,74.16,Czechia,1,0.18999999999999773
DEUTNP,2009,male,77.24,Germany,1,0.12999999999999545
DNK,2009,male,76.84,Denmark,1,0.35999999999999943
ESP,2009,male,78.6,Spain,1,0.39000000000000057
EST,2009,male,69.98,Estonia,1,1.0900000000000034
FIN,2009,male,76.48,Finland,1,0.1600000000000108
FRATNP,2009,male,77.75,France,1,0.1599999999999966
GRC,2009,male,77.49,Greece,1,0.009999999999990905
HUN,2009,male,70.12,Hungary,1,0.28000000000000114
IRL,2009,male,77.66,Ireland,1,0.18999999999999773
ISL,2009,male,79.66,Iceland,1,-0.10000000000000853
ISR,2009,male,79.62,Israel,1,0.6000000000000085
ITA,2009,male,79.17,Italy,1,0.18999999999999773
JPN,2009,male,79.54,Japan,1,0.3100000000000023
LTU,2009,male,67.12,Lithuania,1,1.2000000000000028
LUX,2009,male,78.15,Luxembourg,1,0.030000000000001137
LVA,2009,male,67.51,Latvia,1,1.0600000000000023
NLD,2009,male,78.54,Netherlands,1,0.22000000000001307
NOR,2009,male,78.59,Norway,1,0.27000000000001023
NZL_NP,2009,male,78.59,New Zealand,1,0.3500000000000085
POL,2009,male,71.61,Poland,1,0.28000000000000114
PRT,2009,male,76.47,Portugal,1,0.2600000000000051
RUS,2009,male,62.85,Russia,1,0.9600000000000009
SVK,2009,male,71.39,Slovakia,1,0.5499999999999972
SVN,2009,male,75.75,Slovenia,1,0.3299999999999983
SWE,2009,male,79.34,Sweden,1,0.25
TWN,2009,male,75.85,Taiwan,1,0.4899999999999949
UKR,2009,male,64.35,Ukraine,1,2.1099999999999923
GBR_NP,2009,male,78.03,United Kingdom,1,0.480000000000004
USA,2009,male,76.09,USA,1,0.38000000000000966
AUS,2010,female,84.25,Australia,1,0.20999999999999375
AUT,2010,female,83.12,Austria,1,0.27000000000001023
BEL,2010,female,82.64,Belgium,1,0.20000000000000284
BGR,2010,female,77.35,Bulgaria,1,0.01999999999999602
BLR,2010,female,76.48,Belarus,1,0.10999999999999943
CAN,2010,female,83.5,Canada,1,0.23999999999999488
CHE,2010,female,84.37,Switzerland,1,0.18000000000000682
CZE,2010,female,80.64,Czechia,1,0.3400000000000034
DEUTNP,2010,female,82.62,Germany,1,0.14000000000000057
DNK,2010,female,81.33,Denmark,1,0.28999999999999204
ESP,2010,female,85,Spain,1,0.3499999999999943
EST,2010,female,80.53,Estonia,1,0.4899999999999949
FIN,2010,female,83.24,Finland,1,0.12999999999999545
FRATNP,2010,female,84.65,France,1,0.2400000000000091
GRC,2010,female,83.18,Greece,1,0
HUN,2010,female,78.33,Hungary,1,0.20000000000000284
IRL,2010,female,82.75,Ireland,1,0.3499999999999943
ISL,2010,female,83.84,Iceland,1,0.2400000000000091
ISR,2010,female,83.51,Israel,1,0.21000000000000796
ITA,2010,female,84.53,Italy,1,0.3400000000000034
JPN,2010,female,86.27,Japan,1,-0.09000000000000341
LTU,2010,female,78.76,Lithuania,1,0.21999999999999886
LUX,2010,female,83.18,Luxembourg,1,0.2400000000000091
LVA,2010,female,77.84,Latvia,1,0.25
NLD,2010,female,82.72,Netherlands,1,0.06999999999999318
NOR,2010,female,83.15,Norway,1,0.09000000000000341
NZL_NP,2010,female,82.96,New Zealand,1,0.4399999999999977
POL,2010,female,80.46,Poland,1,0.5
PRT,2010,female,83.03,Portugal,1,0.269999999999996
RUS,2010,female,74.87,Russia,1,0.09000000000000341
SVK,2010,female,79.16,Slovakia,1,0.20000000000000284
SVN,2010,female,82.62,Slovenia,1,0.3400000000000034
SWE,2010,female,83.47,Sweden,1,0.14000000000000057
TWN,2010,female,82.36,Taiwan,1,0.39000000000000057
UKR,2010,female,75.19,Ukraine,1,0.3400000000000034
GBR_NP,2010,female,82.34,United Kingdom,1,0.14000000000000057
USA,2010,female,81.18,USA,1,0.18000000000000682
AUS,2010,male,79.85,Australia,1,0.35999999999999943
AUT,2010,male,77.66,Austria,1,0.2599999999999909
BEL,2010,male,77.38,Belgium,1,0.21999999999999886
BGR,2010,male,70.39,Bulgaria,1,0.21999999999999886
BLR,2010,male,64.6,Belarus,1,-0.07000000000000739
CAN,2010,male,79.15,Canada,1,0.3300000000000125
CHE,2010,male,80.03,Switzerland,1,0.4000000000000057
CZE,2010,male,74.43,Czechia,1,0.27000000000001023
DEUTNP,2010,male,77.44,Germany,1,0.20000000000000284
DNK,2010,male,77.12,Denmark,1,0.28000000000000114
ESP,2010,male,79.01,Spain,1,0.4100000000000108
EST,2010,male,70.83,Estonia,1,0.8499999999999943
FIN,2010,male,76.72,Finland,1,0.23999999999999488
FRATNP,2010,male,78.01,France,1,0.2600000000000051
GRC,2010,male,77.89,Greece,1,0.4000000000000057
HUN,2010,male,70.57,Hungary,1,0.44999999999998863
IRL,2010,male,78.26,Ireland,1,0.6000000000000085
ISL,2010,male,79.73,Iceland,1,0.07000000000000739
ISR,2010,male,79.71,Israel,1,0.0899999999999892
ITA,2010,male,79.56,Italy,1,0.39000000000000057
JPN,2010,male,79.54,Japan,1,0
LTU,2010,male,67.55,Lithuania,1,0.4299999999999926
LUX,2010,male,77.97,Luxembourg,1,-0.18000000000000682
LVA,2010,male,67.89,Latvia,1,0.37999999999999545
NLD,2010,male,78.78,Netherlands,1,0.23999999999999488
NOR,2010,male,78.85,Norway,1,0.2599999999999909
NZL_NP,2010,male,79.16,New Zealand,1,0.5699999999999932
POL,2010,male,72.16,Poland,1,0.5499999999999972
PRT,2010,male,76.74,Portugal,1,0.269999999999996
RUS,2010,male,63.06,Russia,1,0.21000000000000085
SVK,2010,male,71.74,Slovakia,1,0.3499999999999943
SVN,2010,male,76.27,Slovenia,1,0.519999999999996
SWE,2010,male,79.52,Sweden,1,0.1799999999999926
TWN,2010,male,76.17,Taiwan,1,0.3200000000000074
UKR,2010,male,65.2,Ukraine,1,0.8500000000000085
GBR_NP,2010,male,78.36,United Kingdom,1,0.3299999999999983
USA,2010,male,76.33,USA,1,0.23999999999999488
AUS,2011,female,84.31,Australia,1,0.060000000000002274
AUT,2011,female,83.43,Austria,1,0.3100000000000023
BEL,2011,female,82.87,Belgium,1,0.23000000000000398
BGR,2011,female,77.72,Bulgaria,1,0.37000000000000455
BLR,2011,female,76.77,Belarus,1,0.28999999999999204
CAN,2011,female,83.65,Canada,1,0.15000000000000568
CHE,2011,female,84.69,Switzerland,1,0.3199999999999932
CZE,2011,female,80.86,Czechia,1,0.21999999999999886
DEUTNP,2011,female,82.83,Germany,1,0.20999999999999375
DNK,2011,female,81.83,Denmark,1,0.5
ESP,2011,female,85.1,Spain,1,0.09999999999999432
EST,2011,female,81,Estonia,1,0.46999999999999886
FIN,2011,female,83.54,Finland,1,0.30000000000001137
FRATNP,2011,female,84.99,France,1,0.3399999999999892
GRC,2011,female,83.37,Greece,1,0.18999999999999773
HUN,2011,female,78.5,Hungary,1,0.1700000000000017
IRL,2011,female,82.78,Ireland,1,0.030000000000001137
ISL,2011,female,83.87,Iceland,1,0.030000000000001137
ISR,2011,female,83.45,Israel,1,-0.060000000000002274
ITA,2011,female,84.57,Italy,1,0.03999999999999204
JPN,2011,female,85.89,Japan,1,-0.37999999999999545
LTU,2011,female,79.07,Lithuania,1,0.30999999999998806
LUX,2011,female,83.19,Luxembourg,1,0.009999999999990905
LVA,2011,female,78.51,Latvia,1,0.6700000000000017
NLD,2011,female,82.86,Netherlands,1,0.14000000000000057
NOR,2011,female,83.44,Norway,1,0.28999999999999204
NZL_NP,2011,female,82.62,New Zealand,1,-0.3399999999999892
POL,2011,female,80.76,Poland,1,0.30000000000001137
PRT,2011,female,83.49,Portugal,1,0.45999999999999375
RUS,2011,female,75.6,Russia,1,0.7299999999999898
SVK,2011,female,79.66,Slovakia,1,0.5
SVN,2011,female,82.86,Slovenia,1,0.23999999999999488
SWE,2011,female,83.67,Sweden,1,0.20000000000000284
TWN,2011,female,82.28,Taiwan,1,-0.0799999999999983
UKR,2011,female,75.85,Ukraine,1,0.6599999999999966
GBR_NP,2011,female,82.72,United Kingdom,1,0.37999999999999545
USA,2011,female,81.2,USA,1,0.01999999999999602
AUS,2011,male,79.97,Australia,1,0.12000000000000455
AUT,2011,male,78.07,Austria,1,0.4099999999999966
BEL,2011,male,77.77,Belgium,1,0.39000000000000057
BGR,2011,male,70.73,Bulgaria,1,0.3400000000000034
BLR,2011,male,64.71,Belarus,1,0.10999999999999943
CAN,2011,male,79.38,Canada,1,0.22999999999998977
CHE,2011,male,80.29,Switzerland,1,0.2600000000000051
CZE,2011,male,74.72,Czechia,1,0.28999999999999204
DEUTNP,2011,male,77.78,Germany,1,0.3400000000000034
DNK,2011,male,77.7,Denmark,1,0.5799999999999983
ESP,2011,male,79.26,Spain,1,0.25
EST,2011,male,71.3,Estonia,1,0.46999999999999886
FIN,2011,male,77.19,Finland,1,0.46999999999999886
FRATNP,2011,male,78.43,France,1,0.4200000000000017
GRC,2011,male,77.89,Greece,1,0
HUN,2011,male,71.15,Hungary,1,0.5800000000000125
IRL,2011,male,78.44,Ireland,1,0.1799999999999926
ISL,2011,male,80.46,Iceland,1,0.7299999999999898
ISR,2011,male,79.87,Israel,1,0.1600000000000108
ITA,2011,male,79.73,Italy,1,0.1700000000000017
JPN,2011,male,79.44,Japan,1,-0.10000000000000853
LTU,2011,male,68.03,Lithuania,1,0.480000000000004
LUX,2011,male,78.41,Luxembourg,1,0.4399999999999977
LVA,2011,male,68.55,Latvia,1,0.6599999999999966
NLD,2011,male,79.2,Netherlands,1,0.4200000000000017
NOR,2011,male,79,Norway,1,0.15000000000000568
NZL_NP,2011,male,79.09,New Zealand,1,-0.06999999999999318
POL,2011,male,72.52,Poland,1,0.35999999999999943
PRT,2011,male,77.18,Portugal,1,0.44000000000001194
RUS,2011,male,64.01,Russia,1,0.9500000000000028
SVK,2011,male,72.26,Slovakia,1,0.5200000000000102
SVN,2011,male,76.64,Slovenia,1,0.37000000000000455
SWE,2011,male,79.8,Sweden,1,0.28000000000000114
TWN,2011,male,75.85,Taiwan,1,-0.3200000000000074
UKR,2011,male,65.94,Ukraine,1,0.7399999999999949
GBR_NP,2011,male,78.78,United Kingdom,1,0.4200000000000017
USA,2011,male,76.42,USA,1,0.09000000000000341
AUS,2012,female,84.37,Australia,1,0.060000000000002274
AUT,2012,female,83.29,Austria,1,-0.14000000000000057
BEL,2012,female,82.83,Belgium,1,-0.04000000000000625
BGR,2012,female,77.86,Bulgaria,1,0.14000000000000057
BLR,2012,female,77.69,Belarus,1,0.9200000000000017
CAN,2012,female,83.81,Canada,1,0.1599999999999966
CHE,2012,female,84.62,Switzerland,1,-0.06999999999999318
CZE,2012,female,80.98,Czechia,1,0.12000000000000455
DEUTNP,2012,female,82.94,Germany,1,0.10999999999999943
DNK,2012,female,82.05,Denmark,1,0.21999999999999886
ESP,2012,female,85.07,Spain,1,-0.030000000000001137
EST,2012,female,81.16,Estonia,1,0.1599999999999966
FIN,2012,female,83.41,Finland,1,-0.13000000000000966
FRATNP,2012,female,84.84,France,1,-0.14999999999999147
GRC,2012,female,83.19,Greece,1,-0.18000000000000682
HUN,2012,female,78.62,Hungary,1,0.12000000000000455
IRL,2012,female,82.87,Ireland,1,0.09000000000000341
ISL,2012,female,83.95,Iceland,1,0.0799999999999983
ISR,2012,female,83.55,Israel,1,0.09999999999999432
ITA,2012,female,84.52,Italy,1,-0.04999999999999716
JPN,2012,female,86.4,Japan,1,0.5100000000000051
LTU,2012,female,79.42,Lithuania,1,0.3500000000000085
LUX,2012,female,83.4,Luxembourg,1,0.21000000000000796
LVA,2012,female,78.68,Latvia,1,0.1700000000000017
NLD,2012,female,82.83,Netherlands,1,-0.030000000000001137
NOR,2012,female,83.42,Norway,1,-0.01999999999999602
NZL_NP,2012,female,83.05,New Zealand,1,0.4299999999999926
POL,2012,female,80.78,Poland,1,0.01999999999999602
PRT,2012,female,83.37,Portugal,1,-0.11999999999999034
RUS,2012,female,75.84,Russia,1,0.2400000000000091
SVK,2012,female,79.75,Slovakia,1,0.09000000000000341
SVN,2012,female,82.9,Slovenia,1,0.04000000000000625
SWE,2012,female,83.54,Sweden,1,-0.12999999999999545
TWN,2012,female,82.47,Taiwan,1,0.18999999999999773
UKR,2012,female,75.99,Ukraine,1,0.14000000000000057
GBR_NP,2012,female,82.67,United Kingdom,1,-0.04999999999999716
USA,2012,female,81.33,USA,1,0.12999999999999545
AUS,2012,male,80.32,Australia,1,0.3499999999999943
AUT,2012,male,78.26,Austria,1,0.19000000000001194
BEL,2012,male,77.64,Belgium,1,-0.12999999999999545
BGR,2012,male,70.91,Bulgaria,1,0.1799999999999926
BLR,2012,male,66.61,Belarus,1,1.9000000000000057
CAN,2012,male,79.62,Canada,1,0.2400000000000091
CHE,2012,male,80.46,Switzerland,1,0.1699999999999875
CZE,2012,male,74.97,Czechia,1,0.25
DEUTNP,2012,male,77.97,Germany,1,0.18999999999999773
DNK,2012,male,78.07,Denmark,1,0.36999999999999034
ESP,2012,male,79.33,Spain,1,0.06999999999999318
EST,2012,male,71.33,Estonia,1,0.030000000000001137
FIN,2012,male,77.5,Finland,1,0.3100000000000023
FRATNP,2012,male,78.49,France,1,0.05999999999998806
GRC,2012,male,77.83,Greece,1,-0.060000000000002274
HUN,2012,male,71.56,Hungary,1,0.4099999999999966
IRL,2012,male,78.6,Ireland,1,0.1599999999999966
ISL,2012,male,81.25,Iceland,1,0.7900000000000063
ISR,2012,male,79.87,Israel,1,0
ITA,2012,male,79.84,Italy,1,0.10999999999999943
JPN,2012,male,79.94,Japan,1,0.5
LTU,2012,male,68.38,Lithuania,1,0.3499999999999943
LUX,2012,male,78.79,Luxembourg,1,0.38000000000000966
LVA,2012,male,68.86,Latvia,1,0.3100000000000023
NLD,2012,male,79.15,Netherlands,1,-0.04999999999999716
NOR,2012,male,79.42,Norway,1,0.4200000000000017
NZL_NP,2012,male,79.31,New Zealand,1,0.21999999999999886
POL,2012,male,72.63,Poland,1,0.10999999999999943
PRT,2012,male,77.25,Portugal,1,0.06999999999999318
RUS,2012,male,64.53,Russia,1,0.519999999999996
SVK,2012,male,72.49,Slovakia,1,0.22999999999998977
SVN,2012,male,76.97,Slovenia,1,0.3299999999999983
SWE,2012,male,79.87,Sweden,1,0.07000000000000739
TWN,2012,male,76.28,Taiwan,1,0.4300000000000068
UKR,2012,male,66.07,Ukraine,1,0.12999999999999545
GBR_NP,2012,male,78.96,United Kingdom,1,0.1799999999999926
USA,2012,male,76.55,USA,1,0.12999999999999545
AUS,2013,female,84.69,Australia,1,0.3199999999999932
AUT,2013,female,83.56,Austria,1,0.269999999999996
BEL,2013,female,82.93,Belgium,1,0.10000000000000853
BGR,2013,female,78.48,Bulgaria,1,0.6200000000000045
BLR,2013,female,77.9,Belarus,1,0.21000000000000796
CAN,2013,female,83.88,Canada,1,0.06999999999999318
CHE,2013,female,84.74,Switzerland,1,0.11999999999999034
CZE,2013,female,81.15,Czechia,1,0.1700000000000017
DEUTNP,2013,female,82.86,Germany,1,-0.0799999999999983
DNK,2013,female,82.31,Denmark,1,0.2600000000000051
ESP,2013,female,85.5,Spain,1,0.4300000000000068
EST,2013,female,81.33,Estonia,1,0.1700000000000017
FIN,2013,female,83.82,Finland,1,0.4099999999999966
FRATNP,2013,female,85.04,France,1,0.20000000000000284
GRC,2013,female,83.67,Greece,1,0.480000000000004
HUN,2013,female,79.01,Hungary,1,0.39000000000000057
IRL,2013,female,82.99,Ireland,1,0.11999999999999034
ISL,2013,female,83.46,Iceland,1,-0.4900000000000091
ISR,2013,female,83.83,Israel,1,0.28000000000000114
ITA,2013,female,84.94,Italy,1,0.4200000000000017
JPN,2013,female,86.6,Japan,1,0.19999999999998863
LTU,2013,female,79.37,Lithuania,1,-0.04999999999999716
LUX,2013,female,83.43,Luxembourg,1,0.030000000000001137
LVA,2013,female,78.74,Latvia,1,0.05999999999998806
NLD,2013,female,83.05,Netherlands,1,0.21999999999999886
NOR,2013,female,83.61,Norway,1,0.18999999999999773
NZL_NP,2013,female,83.43,New Zealand,1,0.38000000000000966
POL,2013,female,80.92,Poland,1,0.14000000000000057
PRT,2013,female,83.77,Portugal,1,0.3999999999999915
RUS,2013,female,76.29,Russia,1,0.45000000000000284
SVK,2013,female,79.98,Slovakia,1,0.23000000000000398
SVN,2013,female,83.17,Slovenia,1,0.269999999999996
SWE,2013,female,83.72,Sweden,1,0.1799999999999926
TWN,2013,female,82.93,Taiwan,1,0.46000000000000796
UKR,2013,female,76.2,Ukraine,1,0.21000000000000796
GBR_NP,2013,female,82.77,United Kingdom,1,0.09999999999999432
USA,2013,female,81.35,USA,1,0.01999999999999602
AUS,2013,male,80.53,Australia,1,0.21000000000000796
AUT,2013,male,78.46,Austria,1,0.19999999999998863
BEL,2013,male,77.95,Belgium,1,0.3100000000000023
BGR,2013,male,71.29,Bulgaria,1,0.38000000000000966
BLR,2013,male,67.24,Belarus,1,0.6299999999999955
CAN,2013,male,79.76,Canada,1,0.14000000000000057
CHE,2013,male,80.52,Switzerland,1,0.060000000000002274
CZE,2013,male,75.15,Czechia,1,0.18000000000000682
DEUTNP,2013,male,77.99,Germany,1,0.01999999999999602
DNK,2013,male,78.27,Denmark,1,0.20000000000000284
ESP,2013,male,79.9,Spain,1,0.5700000000000074
EST,2013,male,72.71,Estonia,1,1.3799999999999955
FIN,2013,male,77.88,Finland,1,0.37999999999999545
FRATNP,2013,male,78.77,France,1,0.28000000000000114
GRC,2013,male,78.45,Greece,1,0.6200000000000045
HUN,2013,male,72.13,Hungary,1,0.5699999999999932
IRL,2013,male,78.92,Ireland,1,0.3200000000000074
ISL,2013,male,80.39,Iceland,1,-0.8599999999999994
ISR,2013,male,80.28,Israel,1,0.4099999999999966
ITA,2013,male,80.25,Italy,1,0.4099999999999966
JPN,2013,male,80.22,Japan,1,0.28000000000000114
LTU,2013,male,68.52,Lithuania,1,0.14000000000000057
LUX,2013,male,79.38,Luxembourg,1,0.5899999999999892
LVA,2013,male,69.26,Latvia,1,0.4000000000000057
NLD,2013,male,79.42,Netherlands,1,0.269999999999996
NOR,2013,male,79.66,Norway,1,0.23999999999999488
NZL_NP,2013,male,79.8,New Zealand,1,0.4899999999999949
POL,2013,male,72.98,Poland,1,0.3500000000000085
PRT,2013,male,77.51,Portugal,1,0.2600000000000051
RUS,2013,male,65.1,Russia,1,0.5699999999999932
SVK,2013,male,72.91,Slovakia,1,0.4200000000000017
SVN,2013,male,77,Slovenia,1,0.030000000000001137
SWE,2013,male,80.1,Sweden,1,0.22999999999998977
TWN,2013,male,76.73,Taiwan,1,0.45000000000000284
UKR,2013,male,66.31,Ukraine,1,0.2400000000000091
GBR_NP,2013,male,79,United Kingdom,1,0.04000000000000625
USA,2013,male,76.56,USA,1,0.010000000000005116
AUS,2014,female,84.56,Australia,1,-0.12999999999999545
AUT,2014,female,83.73,Austria,1,0.1700000000000017
BEL,2014,female,83.52,Belgium,1,0.5899999999999892
BGR,2014,female,77.97,Bulgaria,1,-0.5100000000000051
BLR,2014,female,78.43,Belarus,1,0.5300000000000011
CAN,2014,female,83.98,Canada,1,0.10000000000000853
CHE,2014,female,85.11,Switzerland,1,0.37000000000000455
CZE,2014,female,81.73,Czechia,1,0.5799999999999983
DEUTNP,2014,female,83.33,Germany,1,0.46999999999999886
DNK,2014,female,82.67,Denmark,1,0.35999999999999943
ESP,2014,female,85.6,Spain,1,0.09999999999999432
EST,2014,female,81.5,Estonia,1,0.1700000000000017
FIN,2014,female,83.85,Finland,1,0.030000000000001137
FRATNP,2014,female,85.43,France,1,0.39000000000000057
HUN,2014,female,79.24,Hungary,1,0.22999999999998977
IRL,2014,female,83.32,Ireland,1,0.3299999999999983
ISL,2014,female,84.12,Iceland,1,0.6600000000000108
ISR,2014,female,84.06,Israel,1,0.23000000000000398
ITA,2014,female,85.15,Italy,1,0.21000000000000796
JPN,2014,female,86.81,Japan,1,0.21000000000000796
LTU,2014,female,79.86,Lithuania,1,0.4899999999999949
LUX,2014,female,84.47,Luxembourg,1,1.039999999999992
LVA,2014,female,79.23,Latvia,1,0.4900000000000091
NLD,2014,female,83.29,Netherlands,1,0.2400000000000091
NOR,2014,female,84.1,Norway,1,0.4899999999999949
POL,2014,female,81.4,Poland,1,0.480000000000004
PRT,2014,female,84.12,Portugal,1,0.3500000000000085
RUS,2014,female,76.48,Russia,1,0.18999999999999773
SVK,2014,female,80.32,Slovakia,1,0.3399999999999892
SVN,2014,female,83.66,Slovenia,1,0.4899999999999949
SWE,2014,female,84.05,Sweden,1,0.3299999999999983
TWN,2014,female,82.82,Taiwan,1,-0.11000000000001364
GBR_NP,2014,female,82.99,United Kingdom,1,0.21999999999999886
USA,2014,female,81.44,USA,1,0.09000000000000341
AUS,2014,male,80.59,Australia,1,0.060000000000002274
AUT,2014,male,78.92,Austria,1,0.46000000000000796
BEL,2014,male,78.57,Belgium,1,0.6199999999999903
BGR,2014,male,71.07,Bulgaria,1,-0.22000000000001307
BLR,2014,male,67.82,Belarus,1,0.5799999999999983
CAN,2014,male,79.81,Canada,1,0.04999999999999716
CHE,2014,male,80.93,Switzerland,1,0.4100000000000108
CZE,2014,male,75.72,Czechia,1,0.5699999999999932
DEUTNP,2014,male,78.43,Germany,1,0.44000000000001194
DNK,2014,male,78.57,Denmark,1,0.29999999999999716
ESP,2014,male,80.08,Spain,1,0.1799999999999926
EST,2014,male,72.3,Estonia,1,-0.4099999999999966
FIN,2014,male,78.13,Finland,1,0.25
FRATNP,2014,male,79.27,France,1,0.5
HUN,2014,male,72.26,Hungary,1,0.13000000000000966
IRL,2014,male,79.25,Ireland,1,0.3299999999999983
ISL,2014,male,81.12,Iceland,1,0.730000000000004
ISR,2014,male,80.33,Israel,1,0.04999999999999716
ITA,2014,male,80.55,Italy,1,0.29999999999999716
JPN,2014,male,80.51,Japan,1,0.29000000000000625
LTU,2014,male,69.13,Lithuania,1,0.6099999999999994
LUX,2014,male,79.13,Luxembourg,1,-0.25
LVA,2014,male,69.07,Latvia,1,-0.19000000000001194
NLD,2014,male,79.88,Netherlands,1,0.45999999999999375
NOR,2014,male,80.03,Norway,1,0.37000000000000455
POL,2014,male,73.66,Poland,1,0.6799999999999926
PRT,2014,male,77.92,Portugal,1,0.4099999999999966
RUS,2014,male,65.26,Russia,1,0.1600000000000108
SVK,2014,male,73.25,Slovakia,1,0.3400000000000034
SVN,2014,male,77.95,Slovenia,1,0.9500000000000028
SWE,2014,male,80.36,Sweden,1,0.2600000000000051
TWN,2014,male,76.54,Taiwan,1,-0.18999999999999773
GBR_NP,2014,male,79.25,United Kingdom,1,0.25
USA,2014,male,76.62,USA,1,0.060000000000002274
AUS,2015,female,84.69,Australia,1,0.12999999999999545
AUT,2015,female,83.59,Austria,1,-0.14000000000000057
BEL,2015,female,83.16,Belgium,1,-0.35999999999999943
BGR,2015,female,78.13,Bulgaria,1,0.1599999999999966
BLR,2015,female,78.87,Belarus,1,0.4399999999999977
CAN,2015,female,84.03,Canada,1,0.04999999999999716
CHE,2015,female,84.9,Switzerland,1,-0.20999999999999375
CZE,2015,female,81.47,Czechia,1,-0.2600000000000051
DEUTNP,2015,female,82.97,Germany,1,-0.35999999999999943
DNK,2015,female,82.69,Denmark,1,0.01999999999999602
ESP,2015,female,85.37,Spain,1,-0.22999999999998977
EST,2015,female,81.81,Estonia,1,0.3100000000000023
FIN,2015,female,84.17,Finland,1,0.3200000000000074
FRATNP,2015,female,85.14,France,1,-0.29000000000000625
HUN,2015,female,78.87,Hungary,1,-0.36999999999999034
IRL,2015,female,83.3,Ireland,1,-0.01999999999999602
